LOAN_ID,CUSTOMER_ID,LOAN_TYPE,SANCTION_AMT,INT_RATE,TENURE_MTHS
LN-HM-04091,RET-04091,Home Loan,3500000.0,9.27,240
LN-HM-04092,RET-04092,Home Loan,6550000.0,8.69,120
LN-HM-04093,RET-04093,Home Loan,2480000.0,9.38,180
LN-HM-04094,RET-04094,Home Loan,5830000.0,8.77,120
LN-HM-04095,RET-04095,Home Loan,1410000.0,9.31,300
LN-HM-04096,RET-04096,Home Loan,3360000.0,9.15,180
LN-HM-04097,RET-04097,Home Loan,1830000.0,9.41,240
LN-HM-04098,RET-04098,Home Loan,1500000.0,8.72,300
LN-HM-04099,RET-04099,Home Loan,6630000.0,8.61,300
LN-HM-04100,RET-04100,Home Loan,2120000.0,8.55,300
LN-HM-04101,RET-04101,Vehicle Loan,620000.0,9.3,72
LN-HM-04102,RET-04102,Home Loan,6390000.0,8.77,120
LN-HM-04103,RET-04103,Home Loan,3440000.0,8.55,180
LN-HM-04104,RET-04104,Home Loan,6070000.0,8.7,120
LN-HM-04105,RET-04105,Personal Loan,310000.0,11.45,12
LN-HM-04106,RET-04106,Vehicle Loan,530000.0,10.89,36
LN-HM-04107,RET-04107,Personal Loan,2750000.0,13.88,36
LN-HM-04108,RET-04108,Personal Loan,1340000.0,11.93,48
LN-HM-04109,RET-04109,Personal Loan,330000.0,12.74,48
LN-HM-04110,RET-04110,Personal Loan,1150000.0,12.04,60
LN-HM-04111,RET-04111,Home Loan,1360000.0,8.97,240
LN-HM-04112,RET-04112,Home Loan,8130000.0,8.71,300
LN-HM-04113,RET-04113,Personal Loan,340000.0,13.44,24
LN-HM-04114,RET-04114,Home Loan,2650000.0,8.99,240
LN-HM-04115,RET-04115,Home Loan,3950000.0,8.6,300
LN-HM-04116,RET-04116,Personal Loan,520000.0,11.04,36
LN-HM-04117,RET-04117,Home Loan,2210000.0,9.08,120
LN-HM-04118,RET-04118,Personal Loan,960000.0,13.55,60
LN-HM-04119,RET-04119,Home Loan,800000.0,9.29,240
LN-HM-04120,RET-04120,Home Loan,1220000.0,9.15,240
LN-HM-04121,RET-04121,Personal Loan,620000.0,12.61,12
LN-HM-04122,RET-04122,Vehicle Loan,680000.0,10.08,72
LN-HM-04123,RET-04123,Home Loan,3100000.0,8.64,300
LN-HM-04124,RET-04124,Personal Loan,980000.0,11.69,60
LN-HM-04125,RET-04125,Home Loan,2030000.0,8.57,300
LN-HM-04126,RET-04126,Personal Loan,750000.0,12.75,48
LN-HM-04127,RET-04127,Vehicle Loan,1110000.0,9.06,60
LN-HM-04128,RET-04128,Vehicle Loan,1370000.0,10.07,72
LN-HM-04129,RET-04129,Home Loan,1500000.0,9.13,180
LN-HM-04130,RET-04130,Vehicle Loan,590000.0,10.31,72
LN-HM-04131,RET-04131,Vehicle Loan,1670000.0,10.1,72
LN-HM-04132,RET-04132,Home Loan,1330000.0,9.42,180
LN-HM-04133,RET-04133,Personal Loan,760000.0,13.79,12
LN-HM-04134,RET-04134,Home Loan,2820000.0,9.08,180
LN-HM-04135,RET-04135,Home Loan,820000.0,8.66,240
LN-HM-04136,RET-04136,Personal Loan,280000.0,13.57,12
LN-HM-04137,RET-04137,Vehicle Loan,1040000.0,9.57,84
LN-HM-04138,RET-04138,Home Loan,3710000.0,9.07,180
LN-HM-04139,RET-04139,Home Loan,2150000.0,8.68,240
LN-HM-04140,RET-04140,Personal Loan,520000.0,13.77,48
LN-HM-04141,RET-04141,Vehicle Loan,2130000.0,9.78,48
LN-HM-04142,RET-04142,Home Loan,4450000.0,8.67,180
LN-HM-04143,RET-04143,Home Loan,2080000.0,9.05,180
LN-HM-04144,RET-04144,Personal Loan,170000.0,12.57,36
LN-HM-04145,RET-04145,Home Loan,5680000.0,8.72,300
LN-HM-04146,RET-04146,Vehicle Loan,550000.0,9.5,48
LN-HM-04147,RET-04147,Vehicle Loan,890000.0,10.34,72
LN-HM-04148,RET-04148,Home Loan,4790000.0,9.12,300
LN-HM-04149,RET-04149,Home Loan,7010000.0,9.3,120
LN-HM-04150,RET-04150,Personal Loan,920000.0,12.42,60
LN-HM-04151,RET-04151,Home Loan,3710000.0,9.18,240
LN-HM-04152,RET-04152,Personal Loan,690000.0,12.24,60
LN-HM-04153,RET-04153,Home Loan,1910000.0,9.14,240
LN-HM-04154,RET-04154,Vehicle Loan,4100000.0,9.16,84
LN-HM-04155,RET-04155,Home Loan,2050000.0,8.75,300
LN-HM-04156,RET-04156,Home Loan,3930000.0,9.03,180
LN-HM-04157,RET-04157,Home Loan,4010000.0,9.1,240
LN-HM-04158,RET-04158,Personal Loan,270000.0,12.18,48
LN-HM-04159,RET-04159,Home Loan,2910000.0,8.56,300
LN-HM-04160,RET-04160,Personal Loan,200000.0,13.96,36
LN-HM-04161,RET-04161,Personal Loan,1820000.0,13.84,36
LN-HM-04162,RET-04162,Personal Loan,730000.0,13.34,60
LN-HM-04163,RET-04163,Vehicle Loan,2290000.0,10.7,72
LN-HM-04164,RET-04164,Vehicle Loan,810000.0,10.14,36
LN-HM-04165,RET-04165,Vehicle Loan,630000.0,9.65,36
LN-HM-04166,RET-04166,Personal Loan,240000.0,13.22,12
LN-HM-04167,RET-04167,Home Loan,1920000.0,9.26,300
LN-HM-04168,RET-04168,Home Loan,1480000.0,8.63,120
LN-HM-04169,RET-04169,Home Loan,4010000.0,9.3,240
LN-HM-04170,RET-04170,Home Loan,3200000.0,9.31,240
LN-HM-04171,RET-04171,Vehicle Loan,3160000.0,9.28,60
LN-HM-04172,RET-04172,Personal Loan,350000.0,11.79,48
LN-HM-04173,RET-04173,Personal Loan,1720000.0,11.32,48
LN-HM-04174,RET-04174,Home Loan,2150000.0,8.73,120
LN-HM-04175,RET-04175,Home Loan,4310000.0,9.12,300
LN-HM-04176,RET-04176,Personal Loan,370000.0,12.22,24
LN-HM-04177,RET-04177,Vehicle Loan,1480000.0,9.36,60
LN-HM-04178,RET-04178,Vehicle Loan,400000.0,9.44,84
LN-HM-04179,RET-04179,Home Loan,2670000.0,8.62,240
LN-HM-04180,RET-04180,Personal Loan,890000.0,11.32,12
LN-HM-04181,RET-04181,Home Loan,11060000.0,8.59,300
LN-HM-04182,RET-04182,Home Loan,880000.0,9.36,300
LN-HM-04183,RET-04183,Vehicle Loan,1290000.0,10.92,72
LN-HM-04184,RET-04184,Personal Loan,630000.0,11.67,48
LN-HM-04185,RET-04185,Home Loan,950000.0,8.69,180
LN-HM-04186,RET-04186,Personal Loan,210000.0,13.99,60
LN-HM-04187,RET-04187,Home Loan,2340000.0,8.93,120
LN-HM-04188,RET-04188,Home Loan,3410000.0,9.26,240
LN-HM-04189,RET-04189,Home Loan,3660000.0,8.53,240
LN-HM-04190,RET-04190,Personal Loan,240000.0,12.83,24
LN-HM-04191,RET-04191,Home Loan,1260000.0,9.19,300
LN-HM-04192,RET-04192,Personal Loan,750000.0,11.84,36
LN-HM-04193,RET-04193,Home Loan,3800000.0,9.16,300
LN-HM-04194,RET-04194,Personal Loan,1390000.0,13.46,48
LN-HM-04195,RET-04195,Vehicle Loan,880000.0,10.6,72
LN-HM-04196,RET-04196,Home Loan,8150000.0,8.6,180
LN-HM-04197,RET-04197,Home Loan,3340000.0,8.91,120
LN-HM-04198,RET-04198,Home Loan,7090000.0,8.74,180
LN-HM-04199,RET-04199,Home Loan,2860000.0,9.21,300
LN-HM-04200,RET-04200,Personal Loan,890000.0,13.22,24
LN-HM-04201,RET-04201,Home Loan,830000.0,9.39,180
LN-HM-04202,RET-04202,Personal Loan,630000.0,13.7,48
LN-HM-04203,RET-04203,Personal Loan,590000.0,13.27,12
LN-HM-04204,RET-04204,Personal Loan,2130000.0,11.63,48
LN-HM-04205,RET-04205,Home Loan,2330000.0,8.86,300
LN-HM-04206,RET-04206,Home Loan,3590000.0,9.24,300
LN-HM-04207,RET-04207,Home Loan,5360000.0,9.37,240
LN-HM-04208,RET-04208,Personal Loan,980000.0,13.66,12
LN-HM-04209,RET-04209,Home Loan,3850000.0,8.92,240
LN-HM-04210,RET-04210,Home Loan,8080000.0,9.38,180
LN-HM-04211,RET-04211,Personal Loan,930000.0,12.87,48
LN-HM-04212,RET-04212,Home Loan,2270000.0,9.48,240
LN-HM-04213,RET-04213,Home Loan,1050000.0,9.29,120
LN-HM-04214,RET-04214,Home Loan,3390000.0,9.2,240
LN-HM-04215,RET-04215,Vehicle Loan,720000.0,9.88,72
LN-HM-04216,RET-04216,Personal Loan,340000.0,11.48,24
LN-HM-04217,RET-04217,Personal Loan,1830000.0,12.88,12
LN-HM-04218,RET-04218,Home Loan,3790000.0,8.91,120
LN-HM-04219,RET-04219,Home Loan,2270000.0,8.8,120
LN-HM-04220,RET-04220,Home Loan,2460000.0,9.4,180
LN-HM-04221,RET-04221,Home Loan,3290000.0,9.47,180
LN-HM-04222,RET-04222,Vehicle Loan,520000.0,10.88,84
LN-HM-04223,RET-04223,Personal Loan,1240000.0,11.23,24
LN-HM-04224,RET-04224,Home Loan,2750000.0,9.09,120
LN-HM-04225,RET-04225,Personal Loan,670000.0,13.96,12
LN-HM-04226,RET-04226,Personal Loan,550000.0,11.0,60
LN-HM-04227,RET-04227,Home Loan,3710000.0,8.62,120
LN-HM-04228,RET-04228,Personal Loan,860000.0,12.88,24
LN-HM-04229,RET-04229,Home Loan,3910000.0,8.96,180
LN-HM-04230,RET-04230,Vehicle Loan,1240000.0,9.01,72
LN-HM-04231,RET-04231,Home Loan,5090000.0,9.27,240
LN-HM-04232,RET-04232,Home Loan,2290000.0,8.81,240
LN-HM-04233,RET-04233,Personal Loan,440000.0,11.94,24
LN-HM-04234,RET-04234,Personal Loan,580000.0,11.61,36
LN-HM-04235,RET-04235,Personal Loan,340000.0,12.88,60
LN-HM-04236,RET-04236,Personal Loan,400000.0,13.4,48
LN-HM-04237,RET-04237,Home Loan,4730000.0,8.77,300
LN-HM-04238,RET-04238,Home Loan,920000.0,8.53,180
LN-HM-04239,RET-04239,Home Loan,890000.0,8.7,120
LN-HM-04240,RET-04240,Home Loan,11660000.0,8.9,120
LN-HM-04241,RET-04241,Home Loan,10100000.0,8.86,120
LN-HM-04242,RET-04242,Vehicle Loan,860000.0,10.49,36
LN-HM-04243,RET-04243,Vehicle Loan,1390000.0,10.32,72
LN-HM-04244,RET-04244,Personal Loan,1150000.0,12.48,24
LN-HM-04245,RET-04245,Personal Loan,820000.0,12.19,48
LN-HM-04246,RET-04246,Home Loan,2990000.0,8.69,240
LN-HM-04247,RET-04247,Vehicle Loan,1500000.0,10.99,48
LN-HM-04248,RET-04248,Personal Loan,950000.0,12.74,24
LN-HM-04249,RET-04249,Vehicle Loan,1890000.0,10.2,36
LN-HM-04250,RET-04250,Home Loan,870000.0,9.25,240
LN-HM-04251,RET-04251,Personal Loan,2410000.0,12.41,24
LN-HM-04252,RET-04252,Personal Loan,4620000.0,13.28,24
LN-HM-04253,RET-04253,Vehicle Loan,410000.0,9.61,84
LN-HM-04254,RET-04254,Home Loan,4620000.0,9.14,120
LN-HM-04255,RET-04255,Home Loan,11400000.0,8.67,300
LN-HM-04256,RET-04256,Home Loan,4240000.0,9.38,180
LN-HM-04257,RET-04257,Vehicle Loan,2040000.0,10.51,48
LN-HM-04258,RET-04258,Vehicle Loan,410000.0,10.02,72
LN-HM-04259,RET-04259,Vehicle Loan,1510000.0,9.81,36
LN-HM-04260,RET-04260,Home Loan,2820000.0,8.54,120
LN-HM-04261,RET-04261,Personal Loan,690000.0,12.56,48
LN-HM-04262,RET-04262,Vehicle Loan,620000.0,10.15,84
LN-HM-04263,RET-04263,Home Loan,1940000.0,8.81,120
LN-HM-04264,RET-04264,Home Loan,2230000.0,9.33,240
LN-HM-04265,RET-04265,Home Loan,2270000.0,9.44,240
LN-HM-04266,RET-04266,Vehicle Loan,1060000.0,9.38,48
LN-HM-04267,RET-04267,Home Loan,3280000.0,9.05,300
LN-HM-04268,RET-04268,Vehicle Loan,870000.0,9.34,48
LN-HM-04269,RET-04269,Home Loan,1760000.0,9.22,240
LN-HM-04270,RET-04270,Home Loan,2890000.0,9.39,300
LN-HM-04271,RET-04271,Home Loan,1080000.0,9.47,180
LN-HM-04272,RET-04272,Vehicle Loan,1210000.0,10.96,36
LN-HM-04273,RET-04273,Home Loan,3100000.0,8.91,120
LN-HM-04274,RET-04274,Vehicle Loan,370000.0,10.63,60
LN-HM-04275,RET-04275,Home Loan,7690000.0,8.66,120
LN-HM-04276,RET-04276,Vehicle Loan,680000.0,9.7,72
LN-HM-04277,RET-04277,Home Loan,6850000.0,9.4,180
LN-HM-04278,RET-04278,Home Loan,2700000.0,8.61,120
LN-HM-04279,RET-04279,Personal Loan,1290000.0,11.96,36
LN-HM-04280,RET-04280,Vehicle Loan,1410000.0,10.79,36
LN-HM-04281,RET-04281,Home Loan,3210000.0,8.8,240
LN-HM-04282,RET-04282,Personal Loan,1460000.0,11.88,12
LN-HM-04283,RET-04283,Home Loan,10670000.0,9.13,180
LN-HM-04284,RET-04284,Vehicle Loan,2480000.0,10.27,60
LN-HM-04285,RET-04285,Vehicle Loan,1110000.0,9.24,48
LN-HM-04286,RET-04286,Home Loan,1880000.0,9.33,180
LN-HM-04287,RET-04287,Home Loan,960000.0,9.32,120
LN-HM-04288,RET-04288,Home Loan,2980000.0,9.33,120
LN-HM-04289,RET-04289,Personal Loan,410000.0,12.29,36
LN-HM-04290,RET-04290,Home Loan,2470000.0,8.95,300
LN-HM-04291,RET-04291,Personal Loan,980000.0,12.09,60
LN-HM-04292,RET-04292,Vehicle Loan,1970000.0,9.59,36
LN-HM-04293,RET-04293,Home Loan,1950000.0,8.82,180
LN-HM-04294,RET-04294,Personal Loan,1820000.0,11.06,60
LN-HM-04295,RET-04295,Home Loan,3890000.0,9.27,180
LN-HM-04296,RET-04296,Home Loan,3400000.0,8.92,300
LN-HM-04297,RET-04297,Home Loan,10710000.0,9.23,120
LN-HM-04298,RET-04298,Home Loan,4800000.0,9.2,120
LN-HM-04299,RET-04299,Personal Loan,750000.0,13.38,24
LN-HM-04300,RET-04300,Home Loan,5570000.0,8.56,300
LN-HM-04301,RET-04301,Home Loan,11830000.0,8.58,180
LN-HM-04302,RET-04302,Home Loan,2910000.0,8.95,300
LN-HM-04303,RET-04303,Vehicle Loan,1460000.0,9.6,72
LN-HM-04304,RET-04304,Vehicle Loan,1060000.0,10.82,36
LN-HM-04305,RET-04305,Home Loan,3230000.0,8.69,120
LN-HM-04306,RET-04306,Home Loan,1930000.0,8.68,180
LN-HM-04307,RET-04307,Personal Loan,480000.0,13.48,12
LN-HM-04308,RET-04308,Home Loan,8310000.0,8.94,180
LN-HM-04309,RET-04309,Home Loan,2070000.0,8.55,180
LN-HM-04310,RET-04310,Vehicle Loan,520000.0,9.79,48
LN-HM-04311,RET-04311,Personal Loan,610000.0,13.93,60
LN-HM-04312,RET-04312,Home Loan,5320000.0,8.66,240
LN-HM-04313,RET-04313,Vehicle Loan,2430000.0,9.44,48
LN-HM-04314,RET-04314,Home Loan,1380000.0,8.62,180
LN-HM-04315,RET-04315,Personal Loan,1460000.0,11.54,60
LN-HM-04316,RET-04316,Vehicle Loan,2860000.0,10.83,84
LN-HM-04317,RET-04317,Home Loan,1920000.0,9.03,120
LN-HM-04318,RET-04318,Home Loan,3040000.0,9.11,180
LN-HM-04319,RET-04319,Home Loan,1640000.0,8.82,180
LN-HM-04320,RET-04320,Home Loan,11980000.0,9.23,300
LN-HM-04321,RET-04321,Home Loan,1080000.0,9.31,240
LN-HM-04322,RET-04322,Personal Loan,530000.0,13.41,24
LN-HM-04323,RET-04323,Home Loan,4190000.0,9.21,300
LN-HM-04324,RET-04324,Personal Loan,380000.0,13.4,48
LN-HM-04325,RET-04325,Vehicle Loan,630000.0,9.46,60
LN-HM-04326,RET-04326,Home Loan,2900000.0,8.55,300
LN-HM-04327,RET-04327,Home Loan,17520000.0,8.78,120
LN-HM-04328,RET-04328,Vehicle Loan,740000.0,10.94,72
LN-HM-04329,RET-04329,Home Loan,3580000.0,9.31,300
LN-HM-04330,RET-04330,Home Loan,1340000.0,9.03,300
LN-HM-04331,RET-04331,Personal Loan,500000.0,11.02,12
LN-HM-04332,RET-04332,Personal Loan,1160000.0,11.06,60
LN-HM-04333,RET-04333,Home Loan,2720000.0,8.86,180
LN-HM-04334,RET-04334,Home Loan,3320000.0,9.26,300
LN-HM-04335,RET-04335,Home Loan,1920000.0,9.19,120
LN-HM-04336,RET-04336,Vehicle Loan,460000.0,9.87,84
LN-HM-04337,RET-04337,Personal Loan,1400000.0,13.19,60
LN-HM-04338,RET-04338,Vehicle Loan,4220000.0,9.65,60
LN-HM-04339,RET-04339,Personal Loan,330000.0,11.38,24
LN-HM-04340,RET-04340,Personal Loan,500000.0,12.73,12
LN-HM-04341,RET-04341,Home Loan,6720000.0,9.14,180
LN-HM-04342,RET-04342,Home Loan,2590000.0,8.9,120
LN-HM-04343,RET-04343,Home Loan,950000.0,9.33,120
LN-HM-04344,RET-04344,Vehicle Loan,900000.0,10.55,36
LN-HM-04345,RET-04345,Home Loan,6240000.0,8.82,300
LN-HM-04346,RET-04346,Home Loan,3050000.0,8.51,120
LN-HM-04347,RET-04347,Personal Loan,670000.0,11.46,12
LN-HM-04348,RET-04348,Home Loan,1450000.0,9.42,240
LN-HM-04349,RET-04349,Home Loan,4090000.0,9.06,120
LN-HM-04350,RET-04350,Home Loan,4500000.0,8.53,240
LN-HM-04351,RET-04351,Home Loan,4490000.0,8.63,120
LN-HM-04352,RET-04352,Home Loan,3060000.0,8.5,240
LN-HM-04353,RET-04353,Home Loan,4340000.0,9.25,120
LN-HM-04354,RET-04354,Home Loan,5270000.0,8.78,180
LN-HM-04355,RET-04355,Vehicle Loan,1590000.0,10.17,48
LN-HM-04356,RET-04356,Home Loan,3350000.0,9.27,240
LN-HM-04357,RET-04357,Home Loan,2250000.0,9.13,300
LN-HM-04358,RET-04358,Home Loan,13830000.0,9.02,120
LN-HM-04359,RET-04359,Home Loan,3910000.0,8.75,300
LN-HM-04360,RET-04360,Home Loan,3710000.0,8.79,300
LN-HM-04361,RET-04361,Vehicle Loan,510000.0,10.63,84
LN-HM-04362,RET-04362,Home Loan,1590000.0,8.55,240
LN-HM-04363,RET-04363,Personal Loan,310000.0,11.93,36
LN-HM-04364,RET-04364,Home Loan,2870000.0,8.95,180
LN-HM-04365,RET-04365,Home Loan,3210000.0,9.04,300
LN-HM-04366,RET-04366,Vehicle Loan,1430000.0,9.81,72
LN-HM-04367,RET-04367,Personal Loan,390000.0,13.84,12
LN-HM-04368,RET-04368,Personal Loan,1130000.0,11.19,60
LN-HM-04369,RET-04369,Personal Loan,360000.0,11.7,48
LN-HM-04370,RET-04370,Vehicle Loan,970000.0,9.62,60
LN-HM-04371,RET-04371,Home Loan,2870000.0,8.9,180
LN-HM-04372,RET-04372,Personal Loan,640000.0,13.85,12
LN-HM-04373,RET-04373,Home Loan,1480000.0,9.39,120
LN-HM-04374,RET-04374,Personal Loan,620000.0,12.42,48
LN-HM-04375,RET-04375,Home Loan,1290000.0,9.46,240
LN-HM-04376,RET-04376,Home Loan,3070000.0,8.69,240
LN-HM-04377,RET-04377,Vehicle Loan,1040000.0,9.67,36
LN-HM-04378,RET-04378,Home Loan,5540000.0,9.46,300
LN-HM-04379,RET-04379,Home Loan,3720000.0,8.95,180
LN-HM-04380,RET-04380,Personal Loan,710000.0,13.53,36
LN-HM-04381,RET-04381,Home Loan,4860000.0,9.36,120
LN-HM-04382,RET-04382,Home Loan,2290000.0,8.98,180
LN-HM-04383,RET-04383,Home Loan,9570000.0,9.17,300
LN-HM-04384,RET-04384,Home Loan,3130000.0,8.95,240
LN-HM-04385,RET-04385,Personal Loan,530000.0,12.32,48
LN-HM-04386,RET-04386,Personal Loan,730000.0,12.49,12
LN-HM-04387,RET-04387,Vehicle Loan,650000.0,9.94,36
LN-HM-04388,RET-04388,Vehicle Loan,3150000.0,9.81,72
LN-HM-04389,RET-04389,Vehicle Loan,1040000.0,9.57,48
LN-HM-04390,RET-04390,Home Loan,2800000.0,8.7,240
LN-HM-04391,RET-04391,Home Loan,2290000.0,8.98,300
LN-HM-04392,RET-04392,Personal Loan,1500000.0,12.03,48
LN-HM-04393,RET-04393,Personal Loan,790000.0,13.85,24
LN-HM-04394,RET-04394,Home Loan,2890000.0,9.13,180
LN-HM-04395,RET-04395,Personal Loan,3480000.0,12.43,24
LN-HM-04396,RET-04396,Home Loan,2450000.0,8.73,120
LN-HM-04397,RET-04397,Home Loan,4150000.0,9.19,120
LN-HM-04398,RET-04398,Personal Loan,1210000.0,12.67,60
LN-HM-04399,RET-04399,Home Loan,5850000.0,9.02,120
LN-HM-04400,RET-04400,Home Loan,2650000.0,9.48,180
LN-HM-04401,RET-04401,Home Loan,1590000.0,8.85,240
LN-HM-04402,RET-04402,Home Loan,4370000.0,9.47,240
LN-HM-04403,RET-04403,Vehicle Loan,690000.0,9.32,60
LN-HM-04404,RET-04404,Home Loan,830000.0,9.45,300
LN-HM-04405,RET-04405,Vehicle Loan,640000.0,9.88,72
LN-HM-04406,RET-04406,Home Loan,1950000.0,8.76,240
LN-HM-04407,RET-04407,Personal Loan,390000.0,11.43,36
LN-HM-04408,RET-04408,Home Loan,4030000.0,9.08,300
LN-HM-04409,RET-04409,Vehicle Loan,570000.0,9.92,48
LN-HM-04410,RET-04410,Home Loan,2870000.0,8.7,240
LN-HM-04411,RET-04411,Vehicle Loan,2930000.0,10.23,36
LN-HM-04412,RET-04412,Vehicle Loan,2520000.0,10.49,60
LN-HM-04413,RET-04413,Personal Loan,1170000.0,13.47,12
LN-HM-04414,RET-04414,Vehicle Loan,2390000.0,9.68,72
LN-HM-04415,RET-04415,Home Loan,2230000.0,8.67,300
LN-HM-04416,RET-04416,Vehicle Loan,1340000.0,9.68,60
LN-HM-04417,RET-04417,Personal Loan,410000.0,12.74,48
LN-HM-04418,RET-04418,Home Loan,6410000.0,9.21,300
LN-HM-04419,RET-04419,Vehicle Loan,2920000.0,9.52,36
LN-HM-04420,RET-04420,Vehicle Loan,1980000.0,9.59,84
LN-HM-04421,RET-04421,Personal Loan,1620000.0,13.19,24
LN-HM-04422,RET-04422,Home Loan,1410000.0,8.77,300
LN-HM-04423,RET-04423,Home Loan,12010000.0,8.79,120
LN-HM-04424,RET-04424,Home Loan,3840000.0,9.03,300
LN-HM-04425,RET-04425,Personal Loan,3040000.0,11.81,60
LN-HM-04426,RET-04426,Home Loan,7480000.0,8.57,240
LN-HM-04427,RET-04427,Personal Loan,870000.0,12.87,36
LN-HM-04428,RET-04428,Home Loan,2670000.0,8.64,240
LN-HM-04429,RET-04429,Home Loan,4370000.0,8.87,120
LN-HM-04430,RET-04430,Personal Loan,300000.0,11.09,60
LN-HM-04431,RET-04431,Personal Loan,1330000.0,11.8,36
LN-HM-04432,RET-04432,Personal Loan,300000.0,12.47,12
LN-HM-04433,RET-04433,Vehicle Loan,760000.0,10.03,48
LN-HM-04434,RET-04434,Home Loan,7040000.0,8.83,120
LN-HM-04435,RET-04435,Home Loan,3490000.0,8.73,120
LN-HM-04436,RET-04436,Vehicle Loan,560000.0,10.94,72
LN-HM-04437,RET-04437,Home Loan,1900000.0,8.84,300
LN-HM-04438,RET-04438,Home Loan,3030000.0,8.81,240
LN-HM-04439,RET-04439,Home Loan,2360000.0,8.56,120
LN-HM-04440,RET-04440,Home Loan,4540000.0,8.92,120
LN-HM-04441,RET-04441,Home Loan,4310000.0,8.84,180
LN-HM-04442,RET-04442,Home Loan,1470000.0,9.05,240
LN-HM-04443,RET-04443,Home Loan,3500000.0,8.57,300
LN-HM-04444,RET-04444,Home Loan,4470000.0,8.61,240
LN-HM-04445,RET-04445,Personal Loan,500000.0,13.06,24
LN-HM-04446,RET-04446,Personal Loan,2290000.0,13.64,48
LN-HM-04447,RET-04447,Home Loan,4210000.0,9.1,240
LN-HM-04448,RET-04448,Home Loan,4210000.0,9.11,180
LN-HM-04449,RET-04449,Home Loan,12010000.0,8.88,120
LN-HM-04450,RET-04450,Home Loan,5230000.0,9.13,300
LN-HM-04451,RET-04451,Personal Loan,790000.0,13.37,12
LN-HM-04452,RET-04452,Personal Loan,2090000.0,13.5,60
LN-HM-04453,RET-04453,Home Loan,3130000.0,9.08,120
LN-HM-04454,RET-04454,Vehicle Loan,720000.0,10.79,36
LN-HM-04455,RET-04455,Home Loan,1920000.0,8.53,240
LN-HM-04456,RET-04456,Home Loan,7850000.0,9.49,240
LN-HM-04457,RET-04457,Vehicle Loan,1700000.0,9.49,60
LN-HM-04458,RET-04458,Vehicle Loan,1620000.0,11.0,72
LN-HM-04459,RET-04459,Personal Loan,1420000.0,11.58,24
LN-HM-04460,RET-04460,Home Loan,3440000.0,8.79,180
LN-HM-04461,RET-04461,Home Loan,3840000.0,8.98,240
LN-HM-04462,RET-04462,Personal Loan,690000.0,11.79,60
LN-HM-04463,RET-04463,Home Loan,2660000.0,9.09,240
LN-HM-04464,RET-04464,Home Loan,1220000.0,8.68,240
LN-HM-04465,RET-04465,Personal Loan,520000.0,13.8,12
LN-HM-04466,RET-04466,Home Loan,5920000.0,9.2,120
LN-HM-04467,RET-04467,Personal Loan,370000.0,13.89,24
LN-HM-04468,RET-04468,Home Loan,11990000.0,9.39,300
LN-HM-04469,RET-04469,Home Loan,3210000.0,8.86,120
LN-HM-04470,RET-04470,Personal Loan,530000.0,11.58,36
LN-HM-04471,RET-04471,Personal Loan,750000.0,12.9,48
LN-HM-04472,RET-04472,Vehicle Loan,2460000.0,9.94,60
LN-HM-04473,RET-04473,Personal Loan,290000.0,13.04,24
LN-HM-04474,RET-04474,Home Loan,5110000.0,9.18,180
LN-HM-04475,RET-04475,Personal Loan,700000.0,13.42,24
LN-HM-04476,RET-04476,Vehicle Loan,1400000.0,9.3,60
LN-HM-04477,RET-04477,Home Loan,4510000.0,9.46,300
LN-HM-04478,RET-04478,Home Loan,1210000.0,8.66,300
LN-HM-04479,RET-04479,Vehicle Loan,320000.0,10.87,60
LN-HM-04480,RET-04480,Vehicle Loan,600000.0,9.51,84
LN-HM-04481,RET-04481,Home Loan,4710000.0,9.36,180
LN-HM-04482,RET-04482,Home Loan,2970000.0,8.74,120
LN-HM-04483,RET-04483,Home Loan,2090000.0,9.42,180
LN-HM-04484,RET-04484,Home Loan,9270000.0,9.06,120
LN-HM-04485,RET-04485,Home Loan,6380000.0,9.17,120
LN-HM-04486,RET-04486,Personal Loan,1980000.0,13.07,60
LN-HM-04487,RET-04487,Home Loan,1490000.0,8.82,300
LN-HM-04488,RET-04488,Home Loan,4400000.0,9.0,240
LN-HM-04489,RET-04489,Personal Loan,560000.0,13.7,48
LN-HM-04490,RET-04490,Home Loan,2650000.0,8.78,240
LN-HM-04491,RET-04491,Home Loan,2980000.0,8.89,300
LN-HM-04492,RET-04492,Personal Loan,520000.0,13.72,24
LN-HM-04493,RET-04493,Home Loan,2120000.0,8.77,300
LN-HM-04494,RET-04494,Vehicle Loan,560000.0,9.02,60
LN-HM-04495,RET-04495,Home Loan,5240000.0,8.61,240
LN-HM-04496,RET-04496,Vehicle Loan,1050000.0,10.1,84
LN-HM-04497,RET-04497,Home Loan,1420000.0,9.32,120
LN-HM-04498,RET-04498,Home Loan,3330000.0,8.85,120
LN-HM-04499,RET-04499,Vehicle Loan,970000.0,9.72,60
LN-HM-04500,RET-04500,Home Loan,5560000.0,9.4,180
LN-HM-04501,RET-04501,Home Loan,3990000.0,8.99,120
LN-HM-04502,RET-04502,Home Loan,990000.0,8.9,180
LN-HM-04503,RET-04503,Personal Loan,680000.0,11.39,12
LN-HM-04504,RET-04504,Home Loan,1870000.0,8.93,300
LN-HM-04505,RET-04505,Vehicle Loan,1910000.0,10.64,72
