COLLATERAL_ID,LOAN_ID,SECURITY_TYPE,ASSESSED_VAL
COL-04242,LN-HM-04242,Hypothecation,1200000.0
COL-04243,LN-HM-04243,Hypothecation,1980000.0
COL-04244,LN-HM-04244,None,0.0
COL-04245,LN-HM-04245,None,0.0
COL-04246,LN-HM-04246,Mortgage,4240000.0
COL-04247,LN-HM-04247,Hypothecation,1950000.0
COL-04248,LN-HM-04248,None,0.0
COL-04249,LN-HM-04249,Hypothecation,2750000.0
COL-04250,LN-HM-04250,Mortgage,1040000.0
COL-04251,LN-HM-04251,None,0.0
COL-04252,LN-HM-04252,None,0.0
COL-04253,LN-HM-04253,Hypothecation,550000.0
COL-04254,LN-HM-04254,Mortgage,5120000.0
COL-04255,LN-HM-04255,Mortgage,12040000.0
COL-04256,LN-HM-04256,Mortgage,4800000.0
COL-04257,LN-HM-04257,Hypothecation,2780000.0
COL-04258,LN-HM-04258,Hypothecation,540000.0
COL-04259,LN-HM-04259,Hypothecation,1940000.0
COL-04260,LN-HM-04260,Mortgage,3390000.0
COL-04261,LN-HM-04261,None,0.0
COL-04262,LN-HM-04262,Hypothecation,900000.0
COL-04263,LN-HM-04263,Mortgage,2140000.0
COL-04264,LN-HM-04264,Mortgage,3040000.0
COL-04265,LN-HM-04265,Mortgage,2740000.0
COL-04266,LN-HM-04266,Hypothecation,1450000.0
COL-04267,LN-HM-04267,Mortgage,4240000.0
COL-04268,LN-HM-04268,Hypothecation,1040000.0
COL-04269,LN-HM-04269,Mortgage,2110000.0
COL-04270,LN-HM-04270,Mortgage,3350000.0
COL-04271,LN-HM-04271,Mortgage,1270000.0
COL-04272,LN-HM-04272,Hypothecation,1670000.0
COL-04273,LN-HM-04273,Mortgage,3430000.0
COL-04274,LN-HM-04274,Hypothecation,390000.0
COL-04275,LN-HM-04275,Mortgage,8430000.0
COL-04276,LN-HM-04276,Hypothecation,760000.0
COL-04277,LN-HM-04277,Mortgage,10450000.0
COL-04278,LN-HM-04278,Mortgage,3390000.0
COL-04279,LN-HM-04279,None,0.0
COL-04280,LN-HM-04280,Hypothecation,2070000.0
COL-04281,LN-HM-04281,Mortgage,4930000.0
COL-04282,LN-HM-04282,None,0.0
COL-04283,LN-HM-04283,Mortgage,15470000.0
COL-04284,LN-HM-04284,Hypothecation,2730000.0
COL-04285,LN-HM-04285,Hypothecation,1280000.0
COL-04286,LN-HM-04286,Mortgage,2760000.0
COL-04287,LN-HM-04287,Mortgage,1380000.0
COL-04288,LN-HM-04288,Mortgage,3250000.0
COL-04289,LN-HM-04289,None,0.0
COL-04290,LN-HM-04290,Mortgage,3360000.0
COL-04291,LN-HM-04291,None,0.0
COL-04292,LN-HM-04292,Hypothecation,2220000.0
COL-04293,LN-HM-04293,Mortgage,2240000.0
COL-04294,LN-HM-04294,None,0.0
COL-04295,LN-HM-04295,Mortgage,5100000.0
COL-04296,LN-HM-04296,Mortgage,4800000.0
COL-04297,LN-HM-04297,Mortgage,14880000.0
COL-04298,LN-HM-04298,Mortgage,5430000.0
COL-04299,LN-HM-04299,None,0.0
COL-04300,LN-HM-04300,Mortgage,6450000.0
COL-04301,LN-HM-04301,Mortgage,13430000.0
COL-04302,LN-HM-04302,Mortgage,3650000.0
COL-04303,LN-HM-04303,Hypothecation,2060000.0
COL-04304,LN-HM-04304,Hypothecation,1290000.0
COL-04305,LN-HM-04305,Mortgage,4960000.0
COL-04306,LN-HM-04306,Mortgage,2380000.0
COL-04307,LN-HM-04307,None,0.0
COL-04308,LN-HM-04308,Mortgage,12290000.0
COL-04309,LN-HM-04309,Mortgage,2900000.0
COL-04310,LN-HM-04310,Hypothecation,560000.0
COL-04311,LN-HM-04311,None,0.0
COL-04312,LN-HM-04312,Mortgage,6560000.0
COL-04313,LN-HM-04313,Hypothecation,3040000.0
COL-04314,LN-HM-04314,Mortgage,2020000.0
COL-04315,LN-HM-04315,None,0.0
COL-04316,LN-HM-04316,Hypothecation,3510000.0
COL-04317,LN-HM-04317,Mortgage,2060000.0
COL-04318,LN-HM-04318,Mortgage,3730000.0
COL-04319,LN-HM-04319,Mortgage,2290000.0
COL-04320,LN-HM-04320,Mortgage,12730000.0
COL-04321,LN-HM-04321,Mortgage,1220000.0
COL-04322,LN-HM-04322,None,0.0
COL-04323,LN-HM-04323,Mortgage,4620000.0
COL-04324,LN-HM-04324,None,0.0
COL-04325,LN-HM-04325,Hypothecation,800000.0
COL-04326,LN-HM-04326,Mortgage,4170000.0
COL-04327,LN-HM-04327,Mortgage,20070000.0
COL-04328,LN-HM-04328,Hypothecation,920000.0
COL-04329,LN-HM-04329,Mortgage,5090000.0
COL-04330,LN-HM-04330,Mortgage,1540000.0
COL-04331,LN-HM-04331,None,0.0
COL-04332,LN-HM-04332,None,0.0
COL-04333,LN-HM-04333,Mortgage,3400000.0
COL-04334,LN-HM-04334,Mortgage,4340000.0
COL-04335,LN-HM-04335,Mortgage,2220000.0
COL-04336,LN-HM-04336,Hypothecation,700000.0
COL-04337,LN-HM-04337,None,0.0
COL-04338,LN-HM-04338,Hypothecation,5020000.0
COL-04339,LN-HM-04339,None,0.0
COL-04340,LN-HM-04340,None,0.0
COL-04341,LN-HM-04341,Mortgage,9270000.0
COL-04342,LN-HM-04342,Mortgage,3430000.0
COL-04343,LN-HM-04343,Mortgage,1130000.0
COL-04344,LN-HM-04344,Hypothecation,1060000.0
COL-04345,LN-HM-04345,Mortgage,6900000.0
COL-04346,LN-HM-04346,Mortgage,4040000.0
COL-04347,LN-HM-04347,None,0.0
COL-04348,LN-HM-04348,Mortgage,1590000.0
COL-04349,LN-HM-04349,Mortgage,5420000.0
COL-04350,LN-HM-04350,Mortgage,5490000.0
COL-04351,LN-HM-04351,Mortgage,5240000.0
COL-04352,LN-HM-04352,Mortgage,3500000.0
COL-04353,LN-HM-04353,Mortgage,5260000.0
COL-04354,LN-HM-04354,Mortgage,7560000.0
COL-04355,LN-HM-04355,Hypothecation,1790000.0
COL-04356,LN-HM-04356,Mortgage,4620000.0
COL-04357,LN-HM-04357,Mortgage,2480000.0
COL-04358,LN-HM-04358,Mortgage,16500000.0
COL-04359,LN-HM-04359,Mortgage,4350000.0
COL-04360,LN-HM-04360,Mortgage,4140000.0
COL-04361,LN-HM-04361,Hypothecation,540000.0
COL-04362,LN-HM-04362,Mortgage,1960000.0
COL-04363,LN-HM-04363,None,0.0
COL-04364,LN-HM-04364,Mortgage,3230000.0
COL-04365,LN-HM-04365,Mortgage,4750000.0
COL-04366,LN-HM-04366,Hypothecation,1680000.0
COL-04367,LN-HM-04367,None,0.0
COL-04368,LN-HM-04368,None,0.0
COL-04369,LN-HM-04369,None,0.0
COL-04370,LN-HM-04370,Hypothecation,1440000.0
COL-04371,LN-HM-04371,Mortgage,3070000.0
COL-04372,LN-HM-04372,None,0.0
COL-04373,LN-HM-04373,Mortgage,2110000.0
COL-04374,LN-HM-04374,None,0.0
COL-04375,LN-HM-04375,Mortgage,1720000.0
COL-04376,LN-HM-04376,Mortgage,4530000.0
COL-04377,LN-HM-04377,Hypothecation,1180000.0
COL-04378,LN-HM-04378,Mortgage,6660000.0
COL-04379,LN-HM-04379,Mortgage,3940000.0
COL-04380,LN-HM-04380,None,0.0
COL-04381,LN-HM-04381,Mortgage,6270000.0
COL-04382,LN-HM-04382,Mortgage,3100000.0
COL-04383,LN-HM-04383,Mortgage,13350000.0
COL-04384,LN-HM-04384,Mortgage,3690000.0
COL-04385,LN-HM-04385,None,0.0
COL-04386,LN-HM-04386,None,0.0
COL-04387,LN-HM-04387,Hypothecation,950000.0
COL-04388,LN-HM-04388,Hypothecation,4760000.0
COL-04389,LN-HM-04389,Hypothecation,1440000.0
COL-04390,LN-HM-04390,Mortgage,3760000.0
COL-04391,LN-HM-04391,Mortgage,2950000.0
COL-04392,LN-HM-04392,None,0.0
COL-04393,LN-HM-04393,None,0.0
COL-04394,LN-HM-04394,Mortgage,3250000.0
COL-04395,LN-HM-04395,None,0.0
COL-04396,LN-HM-04396,Mortgage,2940000.0
COL-04397,LN-HM-04397,Mortgage,5010000.0
COL-04398,LN-HM-04398,None,0.0
COL-04399,LN-HM-04399,Mortgage,6590000.0
COL-04400,LN-HM-04400,Mortgage,3750000.0
COL-04401,LN-HM-04401,Mortgage,1710000.0
COL-04402,LN-HM-04402,Mortgage,5910000.0
COL-04403,LN-HM-04403,Hypothecation,860000.0
COL-04404,LN-HM-04404,Mortgage,880000.0
COL-04405,LN-HM-04405,Hypothecation,930000.0
COL-04406,LN-HM-04406,Mortgage,2620000.0
COL-04407,LN-HM-04407,None,0.0
COL-04408,LN-HM-04408,Mortgage,5440000.0
COL-04409,LN-HM-04409,Hypothecation,630000.0
COL-04410,LN-HM-04410,Mortgage,3470000.0
COL-04411,LN-HM-04411,Hypothecation,3890000.0
COL-04412,LN-HM-04412,Hypothecation,2840000.0
COL-04413,LN-HM-04413,None,0.0
COL-04414,LN-HM-04414,Hypothecation,2820000.0
COL-04415,LN-HM-04415,Mortgage,2670000.0
COL-04416,LN-HM-04416,Hypothecation,1540000.0
COL-04417,LN-HM-04417,None,0.0
COL-04418,LN-HM-04418,Mortgage,7410000.0
COL-04419,LN-HM-04419,Hypothecation,3290000.0
COL-04420,LN-HM-04420,Hypothecation,2310000.0
COL-04421,LN-HM-04421,None,0.0
COL-04422,LN-HM-04422,Mortgage,1750000.0
COL-04423,LN-HM-04423,Mortgage,13390000.0
COL-04424,LN-HM-04424,Mortgage,5560000.0
COL-04425,LN-HM-04425,None,0.0
COL-04426,LN-HM-04426,Mortgage,9050000.0
COL-04427,LN-HM-04427,None,0.0
COL-04428,LN-HM-04428,Mortgage,3320000.0
COL-04429,LN-HM-04429,Mortgage,4700000.0
COL-04430,LN-HM-04430,None,0.0
COL-04431,LN-HM-04431,None,0.0
COL-04432,LN-HM-04432,None,0.0
COL-04433,LN-HM-04433,Hypothecation,920000.0
COL-04434,LN-HM-04434,Mortgage,9900000.0
COL-04435,LN-HM-04435,Mortgage,4940000.0
COL-04436,LN-HM-04436,Hypothecation,760000.0
COL-04437,LN-HM-04437,Mortgage,2010000.0
COL-04438,LN-HM-04438,Mortgage,4260000.0
COL-04439,LN-HM-04439,Mortgage,3080000.0
COL-04440,LN-HM-04440,Mortgage,5710000.0
COL-04441,LN-HM-04441,Mortgage,4730000.0
COL-04442,LN-HM-04442,Mortgage,2150000.0
COL-04443,LN-HM-04443,Mortgage,3840000.0
COL-04444,LN-HM-04444,Mortgage,5430000.0
COL-04445,LN-HM-04445,None,0.0
COL-04446,LN-HM-04446,None,0.0
COL-04447,LN-HM-04447,Mortgage,6380000.0
COL-04448,LN-HM-04448,Mortgage,4720000.0
COL-04449,LN-HM-04449,Mortgage,14980000.0
COL-04450,LN-HM-04450,Mortgage,6470000.0
COL-04451,LN-HM-04451,None,0.0
COL-04452,LN-HM-04452,None,0.0
COL-04453,LN-HM-04453,Mortgage,3810000.0
COL-04454,LN-HM-04454,Hypothecation,820000.0
COL-04455,LN-HM-04455,Mortgage,2780000.0
COL-04456,LN-HM-04456,Mortgage,9330000.0
COL-04457,LN-HM-04457,Hypothecation,2170000.0
COL-04458,LN-HM-04458,Hypothecation,1810000.0
COL-04459,LN-HM-04459,None,0.0
COL-04460,LN-HM-04460,Mortgage,4870000.0
COL-04461,LN-HM-04461,Mortgage,4910000.0
COL-04462,LN-HM-04462,None,0.0
COL-04463,LN-HM-04463,Mortgage,3810000.0
COL-04464,LN-HM-04464,Mortgage,1500000.0
COL-04465,LN-HM-04465,None,0.0
COL-04466,LN-HM-04466,Mortgage,9030000.0
COL-04467,LN-HM-04467,None,0.0
COL-04468,LN-HM-04468,Mortgage,17480000.0
COL-04469,LN-HM-04469,Mortgage,3860000.0
COL-04470,LN-HM-04470,None,0.0
COL-04471,LN-HM-04471,None,0.0
COL-04472,LN-HM-04472,Hypothecation,2950000.0
COL-04473,LN-HM-04473,None,0.0
COL-04474,LN-HM-04474,Mortgage,6590000.0
COL-04475,LN-HM-04475,None,0.0
COL-04476,LN-HM-04476,Hypothecation,1710000.0
COL-04477,LN-HM-04477,Mortgage,4770000.0
COL-04478,LN-HM-04478,Mortgage,1570000.0
COL-04479,LN-HM-04479,Hypothecation,480000.0
COL-04480,LN-HM-04480,Hypothecation,740000.0
COL-04481,LN-HM-04481,Mortgage,5580000.0
COL-04482,LN-HM-04482,Mortgage,4110000.0
COL-04483,LN-HM-04483,Mortgage,2550000.0
COL-04484,LN-HM-04484,Mortgage,12270000.0
COL-04485,LN-HM-04485,Mortgage,9020000.0
COL-04486,LN-HM-04486,None,0.0
COL-04487,LN-HM-04487,Mortgage,2110000.0
COL-04488,LN-HM-04488,Mortgage,4940000.0
COL-04489,LN-HM-04489,None,0.0
COL-04490,LN-HM-04490,Mortgage,3020000.0
COL-04491,LN-HM-04491,Mortgage,3210000.0
COL-04492,LN-HM-04492,None,0.0
COL-04493,LN-HM-04493,Mortgage,2600000.0
COL-04494,LN-HM-04494,Hypothecation,610000.0
COL-04495,LN-HM-04495,Mortgage,7980000.0
COL-04496,LN-HM-04496,Hypothecation,1570000.0
COL-04497,LN-HM-04497,Mortgage,2130000.0
COL-04498,LN-HM-04498,Mortgage,4390000.0
COL-04499,LN-HM-04499,Hypothecation,1210000.0
COL-04500,LN-HM-04500,Mortgage,6020000.0
COL-04501,LN-HM-04501,Mortgage,5510000.0
COL-04502,LN-HM-04502,Mortgage,1150000.0
COL-04503,LN-HM-04503,None,0.0
COL-04504,LN-HM-04504,Mortgage,2800000.0
COL-04505,LN-HM-04505,Hypothecation,2640000.0
COL-04506,LN-HM-04506,Mortgage,5900000.0
COL-04507,LN-HM-04507,None,0.0
COL-04508,LN-HM-04508,Mortgage,4570000.0
COL-04509,LN-HM-04509,Mortgage,6210000.0
COL-04510,LN-HM-04510,None,0.0
COL-04511,LN-HM-04511,None,0.0
COL-04512,LN-HM-04512,Mortgage,4240000.0
COL-04513,LN-HM-04513,None,0.0
COL-04514,LN-HM-04514,Mortgage,7030000.0
COL-04515,LN-HM-04515,Hypothecation,2770000.0
COL-04516,LN-HM-04516,Mortgage,6080000.0
COL-04517,LN-HM-04517,None,0.0
COL-04518,LN-HM-04518,None,0.0
COL-04519,LN-HM-04519,Mortgage,2550000.0
COL-04520,LN-HM-04520,Mortgage,1080000.0
COL-04521,LN-HM-04521,None,0.0
COL-04522,LN-HM-04522,Hypothecation,1790000.0
COL-04523,LN-HM-04523,Mortgage,2530000.0
COL-04524,LN-HM-04524,Hypothecation,930000.0
COL-04525,LN-HM-04525,None,0.0
COL-04526,LN-HM-04526,Mortgage,8850000.0
COL-04527,LN-HM-04527,Mortgage,6950000.0
COL-04528,LN-HM-04528,Mortgage,7720000.0
COL-04529,LN-HM-04529,None,0.0
COL-04530,LN-HM-04530,Mortgage,2230000.0
COL-04531,LN-HM-04531,Mortgage,4360000.0
COL-04532,LN-HM-04532,Mortgage,3220000.0
COL-04533,LN-HM-04533,Mortgage,6290000.0
COL-04534,LN-HM-04534,None,0.0
COL-04535,LN-HM-04535,Mortgage,4100000.0
COL-04536,LN-HM-04536,Mortgage,8460000.0
COL-04537,LN-HM-04537,Mortgage,2990000.0
COL-04538,LN-HM-04538,None,0.0
COL-04539,LN-HM-04539,None,0.0
COL-04540,LN-HM-04540,Mortgage,4740000.0
COL-04541,LN-HM-04541,Mortgage,3950000.0
COL-04542,LN-HM-04542,Mortgage,12070000.0
COL-04543,LN-HM-04543,Hypothecation,1470000.0
COL-04544,LN-HM-04544,Mortgage,4620000.0
COL-04545,LN-HM-04545,None,0.0
COL-04546,LN-HM-04546,None,0.0
COL-04547,LN-HM-04547,Hypothecation,1070000.0
COL-04548,LN-HM-04548,Mortgage,5850000.0
COL-04549,LN-HM-04549,Mortgage,3560000.0
COL-04550,LN-HM-04550,Hypothecation,1410000.0
COL-04551,LN-HM-04551,None,0.0
COL-04552,LN-HM-04552,None,0.0
COL-04553,LN-HM-04553,None,0.0
COL-04554,LN-HM-04554,None,0.0
COL-04555,LN-HM-04555,Mortgage,4870000.0
COL-04556,LN-HM-04556,Hypothecation,2400000.0
COL-04557,LN-HM-04557,None,0.0
COL-04558,LN-HM-04558,Mortgage,3590000.0
COL-04559,LN-HM-04559,Mortgage,14840000.0
COL-04560,LN-HM-04560,None,0.0
COL-04561,LN-HM-04561,Hypothecation,1630000.0
COL-04562,LN-HM-04562,None,0.0
COL-04563,LN-HM-04563,Mortgage,2660000.0
COL-04564,LN-HM-04564,None,0.0
COL-04565,LN-HM-04565,Mortgage,2580000.0
COL-04566,LN-HM-04566,Mortgage,7110000.0
COL-04567,LN-HM-04567,Mortgage,5070000.0
COL-04568,LN-HM-04568,Mortgage,4860000.0
COL-04569,LN-HM-04569,None,0.0
COL-04570,LN-HM-04570,None,0.0
COL-04571,LN-HM-04571,Mortgage,5330000.0
COL-04572,LN-HM-04572,Mortgage,15840000.0
COL-04573,LN-HM-04573,Hypothecation,5700000.0
COL-04574,LN-HM-04574,Hypothecation,2940000.0
COL-04575,LN-HM-04575,Hypothecation,3140000.0
COL-04576,LN-HM-04576,None,0.0
COL-04577,LN-HM-04577,Mortgage,4070000.0
COL-04578,LN-HM-04578,Hypothecation,4780000.0
COL-04579,LN-HM-04579,None,0.0
COL-04580,LN-HM-04580,Mortgage,3000000.0
COL-04581,LN-HM-04581,Mortgage,5900000.0
COL-04582,LN-HM-04582,None,0.0
COL-04583,LN-HM-04583,Hypothecation,1060000.0
COL-04584,LN-HM-04584,None,0.0
COL-04585,LN-HM-04585,Mortgage,4260000.0
COL-04586,LN-HM-04586,Hypothecation,880000.0
COL-04587,LN-HM-04587,Mortgage,3450000.0
COL-04588,LN-HM-04588,Mortgage,1350000.0
COL-04589,LN-HM-04589,Mortgage,6110000.0
COL-04590,LN-HM-04590,Hypothecation,560000.0
COL-04591,LN-HM-04591,Mortgage,3110000.0
COL-04592,LN-HM-04592,Hypothecation,920000.0
COL-04593,LN-HM-04593,Mortgage,1920000.0
COL-04594,LN-HM-04594,Hypothecation,870000.0
COL-04595,LN-HM-04595,Mortgage,4720000.0
COL-04596,LN-HM-04596,Mortgage,3900000.0
COL-04597,LN-HM-04597,Mortgage,4700000.0
COL-04598,LN-HM-04598,Hypothecation,1050000.0
COL-04599,LN-HM-04599,Mortgage,1980000.0
COL-04600,LN-HM-04600,Mortgage,7440000.0
COL-04601,LN-HM-04601,None,0.0
COL-04602,LN-HM-04602,None,0.0
COL-04603,LN-HM-04603,Mortgage,1550000.0
COL-04604,LN-HM-04604,None,0.0
COL-04605,LN-HM-04605,Mortgage,4560000.0
COL-04606,LN-HM-04606,None,0.0
COL-04607,LN-HM-04607,Mortgage,4140000.0
COL-04608,LN-HM-04608,Hypothecation,770000.0
COL-04609,LN-HM-04609,None,0.0
COL-04610,LN-HM-04610,Mortgage,2980000.0
COL-04611,LN-HM-04611,Mortgage,5220000.0
COL-04612,LN-HM-04612,None,0.0
COL-04613,LN-HM-04613,Hypothecation,450000.0
COL-04614,LN-HM-04614,Mortgage,6280000.0
COL-04615,LN-HM-04615,Hypothecation,450000.0
COL-04616,LN-HM-04616,None,0.0
COL-04617,LN-HM-04617,None,0.0
COL-04618,LN-HM-04618,Hypothecation,670000.0
COL-04619,LN-HM-04619,None,0.0
COL-04620,LN-HM-04620,Mortgage,2360000.0
COL-04621,LN-HM-04621,Mortgage,2550000.0
COL-04622,LN-HM-04622,Hypothecation,460000.0
COL-04623,LN-HM-04623,Mortgage,4210000.0
COL-04624,LN-HM-04624,Mortgage,2350000.0
COL-04625,LN-HM-04625,None,0.0
COL-04626,LN-HM-04626,Mortgage,4160000.0
COL-04627,LN-HM-04627,Mortgage,5230000.0
COL-04628,LN-HM-04628,None,0.0
COL-04629,LN-HM-04629,None,0.0
COL-04630,LN-HM-04630,Hypothecation,1600000.0
COL-04631,LN-HM-04631,None,0.0
COL-04632,LN-HM-04632,Hypothecation,1000000.0
COL-04633,LN-HM-04633,Mortgage,3600000.0
COL-04634,LN-HM-04634,Mortgage,2460000.0
COL-04635,LN-HM-04635,Mortgage,1610000.0
COL-04636,LN-HM-04636,Mortgage,4620000.0
COL-04637,LN-HM-04637,Mortgage,3430000.0
COL-04638,LN-HM-04638,Mortgage,2990000.0
COL-04639,LN-HM-04639,Mortgage,5690000.0
COL-04640,LN-HM-04640,Mortgage,1890000.0
COL-04641,LN-HM-04641,Mortgage,2890000.0
COL-04642,LN-HM-04642,None,0.0
COL-04643,LN-HM-04643,None,0.0
COL-04644,LN-HM-04644,Mortgage,7950000.0
COL-04645,LN-HM-04645,Mortgage,2860000.0
COL-04646,LN-HM-04646,None,0.0
COL-04647,LN-HM-04647,None,0.0
COL-04648,LN-HM-04648,Mortgage,3350000.0
COL-04649,LN-HM-04649,None,0.0
COL-04650,LN-HM-04650,Mortgage,5250000.0
COL-04651,LN-HM-04651,None,0.0
COL-04652,LN-HM-04652,Hypothecation,770000.0
COL-04653,LN-HM-04653,Mortgage,7700000.0
COL-04654,LN-HM-04654,None,0.0
COL-04655,LN-HM-04655,Hypothecation,5180000.0
COL-04656,LN-HM-04656,Mortgage,9500000.0
COL-04657,LN-HM-04657,None,0.0
COL-04658,LN-HM-04658,Mortgage,2920000.0
COL-04659,LN-HM-04659,Mortgage,3980000.0
COL-04660,LN-HM-04660,Mortgage,2700000.0
COL-04661,LN-HM-04661,Mortgage,4890000.0
COL-04662,LN-HM-04662,Mortgage,3120000.0
COL-04663,LN-HM-04663,Hypothecation,910000.0
COL-04664,LN-HM-04664,Hypothecation,1120000.0
COL-04665,LN-HM-04665,Mortgage,3170000.0
COL-04666,LN-HM-04666,Mortgage,3330000.0
COL-04667,LN-HM-04667,Hypothecation,2200000.0
COL-04668,LN-HM-04668,None,0.0
COL-04669,LN-HM-04669,None,0.0
COL-04670,LN-HM-04670,Hypothecation,2120000.0
COL-04671,LN-HM-04671,Hypothecation,490000.0
COL-04672,LN-HM-04672,None,0.0
COL-04673,LN-HM-04673,Mortgage,12020000.0
COL-04674,LN-HM-04674,None,0.0
COL-04675,LN-HM-04675,Mortgage,1780000.0
COL-04676,LN-HM-04676,Mortgage,5330000.0
COL-04677,LN-HM-04677,Mortgage,2940000.0
COL-04678,LN-HM-04678,Hypothecation,560000.0
COL-04679,LN-HM-04679,Mortgage,13970000.0
COL-04680,LN-HM-04680,None,0.0
COL-04681,LN-HM-04681,Mortgage,6370000.0
COL-04682,LN-HM-04682,Mortgage,1750000.0
COL-04683,LN-HM-04683,Mortgage,2620000.0
COL-04684,LN-HM-04684,None,0.0
COL-04685,LN-HM-04685,None,0.0
COL-04686,LN-HM-04686,None,0.0
COL-04687,LN-HM-04687,None,0.0
COL-04688,LN-HM-04688,Mortgage,1580000.0
COL-04689,LN-HM-04689,Mortgage,2050000.0
COL-04690,LN-HM-04690,Mortgage,5950000.0
COL-04691,LN-HM-04691,None,0.0
COL-04692,LN-HM-04692,Hypothecation,1600000.0
COL-04693,LN-HM-04693,Mortgage,3370000.0
COL-04694,LN-HM-04694,Mortgage,2760000.0
COL-04695,LN-HM-04695,None,0.0
COL-04696,LN-HM-04696,None,0.0
COL-04697,LN-HM-04697,Mortgage,5790000.0
COL-04698,LN-HM-04698,None,0.0
COL-04699,LN-HM-04699,Hypothecation,3020000.0
COL-04700,LN-HM-04700,Hypothecation,1590000.0
COL-04701,LN-HM-04701,None,0.0
COL-04702,LN-HM-04702,Hypothecation,1090000.0
COL-04703,LN-HM-04703,Mortgage,2250000.0
COL-04704,LN-HM-04704,None,0.0
COL-04705,LN-HM-04705,Mortgage,6420000.0
COL-04706,LN-HM-04706,None,0.0
COL-04707,LN-HM-04707,None,0.0
COL-04708,LN-HM-04708,Mortgage,6270000.0
COL-04709,LN-HM-04709,Mortgage,2870000.0
COL-04710,LN-HM-04710,Mortgage,6090000.0
COL-04711,LN-HM-04711,Mortgage,3040000.0
COL-04712,LN-HM-04712,None,0.0
COL-04713,LN-HM-04713,Mortgage,3700000.0
COL-04714,LN-HM-04714,Mortgage,1740000.0
COL-04715,LN-HM-04715,None,0.0
COL-04716,LN-HM-04716,Hypothecation,1790000.0
COL-04717,LN-HM-04717,Hypothecation,2930000.0
COL-04718,LN-HM-04718,Mortgage,2940000.0
COL-04719,LN-HM-04719,Mortgage,2810000.0
COL-04720,LN-HM-04720,Mortgage,4440000.0
COL-04721,LN-HM-04721,None,0.0
COL-04722,LN-HM-04722,Mortgage,3840000.0
COL-04723,LN-HM-04723,Hypothecation,860000.0
COL-04724,LN-HM-04724,Mortgage,3030000.0
COL-04725,LN-HM-04725,None,0.0
COL-04726,LN-HM-04726,Hypothecation,1130000.0
COL-04727,LN-HM-04727,None,0.0
COL-04728,LN-HM-04728,Mortgage,4620000.0
COL-04729,LN-HM-04729,None,0.0
COL-04730,LN-HM-04730,None,0.0
COL-04731,LN-HM-04731,Mortgage,4140000.0
COL-04732,LN-HM-04732,Hypothecation,1080000.0
COL-04733,LN-HM-04733,Hypothecation,1420000.0
COL-04734,LN-HM-04734,Mortgage,3660000.0
COL-04735,LN-HM-04735,Mortgage,1660000.0
COL-04736,LN-HM-04736,Mortgage,7550000.0
COL-04737,LN-HM-04737,None,0.0
COL-04738,LN-HM-04738,Hypothecation,4310000.0
COL-04739,LN-HM-04739,Mortgage,3980000.0
COL-04740,LN-HM-04740,Hypothecation,2790000.0
COL-04741,LN-HM-04741,Mortgage,5320000.0
COL-04742,LN-HM-04742,Hypothecation,1090000.0
COL-04743,LN-HM-04743,None,0.0
COL-04744,LN-HM-04744,Hypothecation,850000.0
COL-04745,LN-HM-04745,Mortgage,8090000.0
COL-04746,LN-HM-04746,None,0.0
COL-04747,LN-HM-04747,Mortgage,13970000.0
COL-04748,LN-HM-04748,Mortgage,2580000.0
COL-04749,LN-HM-04749,None,0.0
COL-04750,LN-HM-04750,Mortgage,2980000.0
COL-04751,LN-HM-04751,Mortgage,1380000.0
COL-04752,LN-HM-04752,Hypothecation,1730000.0
COL-04753,LN-HM-04753,Mortgage,5230000.0
COL-04754,LN-HM-04754,Mortgage,9900000.0
COL-04755,LN-HM-04755,Mortgage,4520000.0
COL-04756,LN-HM-04756,Mortgage,3030000.0
COL-04757,LN-HM-04757,None,0.0
COL-04758,LN-HM-04758,None,0.0
COL-04759,LN-HM-04759,Mortgage,2910000.0
COL-04760,LN-HM-04760,Mortgage,3040000.0
COL-04761,LN-HM-04761,None,0.0
COL-04762,LN-HM-04762,Mortgage,1960000.0
COL-04763,LN-HM-04763,Mortgage,3470000.0
COL-04764,LN-HM-04764,Mortgage,8640000.0
COL-04765,LN-HM-04765,Mortgage,3110000.0
COL-04766,LN-HM-04766,Hypothecation,1380000.0
COL-04767,LN-HM-04767,Mortgage,5240000.0
COL-04768,LN-HM-04768,Mortgage,7730000.0
COL-04769,LN-HM-04769,None,0.0
COL-04770,LN-HM-04770,None,0.0
COL-04771,LN-HM-04771,None,0.0
COL-04772,LN-HM-04772,Mortgage,1660000.0
COL-04773,LN-HM-04773,None,0.0
COL-04774,LN-HM-04774,Mortgage,6110000.0
COL-04775,LN-HM-04775,Mortgage,1680000.0
COL-04776,LN-HM-04776,None,0.0
COL-04777,LN-HM-04777,None,0.0
COL-04778,LN-HM-04778,Hypothecation,1300000.0
COL-04779,LN-HM-04779,Mortgage,1190000.0
COL-04780,LN-HM-04780,Mortgage,13550000.0
COL-04781,LN-HM-04781,None,0.0
COL-04782,LN-HM-04782,Mortgage,2280000.0
COL-04783,LN-HM-04783,Mortgage,8800000.0
COL-04784,LN-HM-04784,Hypothecation,900000.0
COL-04785,LN-HM-04785,None,0.0
COL-04786,LN-HM-04786,None,0.0
COL-04787,LN-HM-04787,Hypothecation,2650000.0
COL-04788,LN-HM-04788,Hypothecation,1360000.0
