BUREAU_ID,CUSTOMER_ID,CREDIT_SCORE,ACTIVE_LINES,INQUIRIES_6M
BUR-05420,RET-05420,571,2,1
BUR-05421,RET-05421,754,0,1
BUR-05422,RET-05422,639,0,0
BUR-05423,RET-05423,760,3,1
BUR-05424,RET-05424,591,2,0
BUR-05425,RET-05425,729,2,2
BUR-05426,RET-05426,840,2,1
BUR-05427,RET-05427,688,1,0
BUR-05428,RET-05428,731,1,0
BUR-05429,RET-05429,827,1,1
BUR-05430,RET-05430,719,5,1
BUR-05431,RET-05431,767,0,0
BUR-05432,RET-05432,647,1,0
BUR-05433,RET-05433,877,1,3
BUR-05434,RET-05434,705,1,0
BUR-05435,RET-05435,672,3,0
BUR-05436,RET-05436,682,2,0
BUR-05437,RET-05437,631,6,2
BUR-05438,RET-05438,656,1,0
BUR-05439,RET-05439,720,6,0
BUR-05440,RET-05440,702,2,1
BUR-05441,RET-05441,589,5,0
BUR-05442,RET-05442,609,4,0
BUR-05443,RET-05443,672,1,1
BUR-05444,RET-05444,619,3,0
BUR-05445,RET-05445,643,2,0
BUR-05446,RET-05446,653,2,0
BUR-05447,RET-05447,636,2,0
BUR-05448,RET-05448,776,3,0
BUR-05449,RET-05449,781,3,0
BUR-05450,RET-05450,884,1,1
BUR-05451,RET-05451,654,3,1
BUR-05452,RET-05452,757,1,0
BUR-05453,RET-05453,806,3,0
BUR-05454,RET-05454,818,1,0
BUR-05455,RET-05455,705,1,1
BUR-05456,RET-05456,556,5,2
BUR-05457,RET-05457,665,2,0
BUR-05458,RET-05458,697,0,1
BUR-05459,RET-05459,687,3,2
BUR-05460,RET-05460,633,2,0
BUR-05461,RET-05461,825,3,0
BUR-05462,RET-05462,832,1,2
BUR-05463,RET-05463,789,0,0
BUR-05464,RET-05464,723,2,0
BUR-05465,RET-05465,643,2,0
BUR-05466,RET-05466,799,2,1
BUR-05467,RET-05467,616,1,1
BUR-05468,RET-05468,837,0,0
BUR-05469,RET-05469,665,1,0
BUR-05470,RET-05470,760,0,0
BUR-05471,RET-05471,802,2,0
BUR-05472,RET-05472,806,1,1
BUR-05473,RET-05473,697,4,0
BUR-05474,RET-05474,758,5,2
BUR-05475,RET-05475,803,3,0
BUR-05476,RET-05476,778,3,1
BUR-05477,RET-05477,740,6,1
BUR-05478,RET-05478,702,3,0
BUR-05479,RET-05479,753,7,0
BUR-05480,RET-05480,780,2,0
BUR-05481,RET-05481,849,1,0
BUR-05482,RET-05482,722,2,0
BUR-05483,RET-05483,758,1,0
BUR-05484,RET-05484,775,1,2
BUR-05485,RET-05485,860,2,1
BUR-05486,RET-05486,851,2,1
BUR-05487,RET-05487,740,3,0
BUR-05488,RET-05488,608,2,0
BUR-05489,RET-05489,701,1,0
BUR-05490,RET-05490,707,0,0
BUR-05491,RET-05491,677,0,1
BUR-05492,RET-05492,512,1,0
BUR-05493,RET-05493,815,2,2
BUR-05494,RET-05494,862,3,0
BUR-05495,RET-05495,761,0,0
BUR-05496,RET-05496,524,3,1
BUR-05497,RET-05497,827,1,3
BUR-05498,RET-05498,621,3,0
BUR-05499,RET-05499,806,1,0
BUR-05500,RET-05500,716,1,0
BUR-05501,RET-05501,798,4,0
BUR-05502,RET-05502,694,1,1
BUR-05503,RET-05503,779,2,2
BUR-05504,RET-05504,822,5,0
BUR-05505,RET-05505,874,2,1
BUR-05506,RET-05506,766,5,0
BUR-05507,RET-05507,712,2,0
BUR-05508,RET-05508,623,3,1
BUR-05509,RET-05509,875,4,0
BUR-05510,RET-05510,604,1,0
BUR-05511,RET-05511,704,1,0
BUR-05512,RET-05512,702,2,0
BUR-05513,RET-05513,759,4,0
BUR-05514,RET-05514,631,3,0
BUR-05515,RET-05515,696,2,2
BUR-05516,RET-05516,525,0,1
BUR-05517,RET-05517,649,1,1
BUR-05518,RET-05518,822,1,0
BUR-05519,RET-05519,861,2,1
BUR-05520,RET-05520,594,3,2
BUR-05521,RET-05521,672,3,0
BUR-05522,RET-05522,747,2,0
BUR-05523,RET-05523,778,1,0
BUR-05524,RET-05524,717,2,0
BUR-05525,RET-05525,670,2,0
BUR-05526,RET-05526,759,3,0
BUR-05527,RET-05527,812,2,2
BUR-05528,RET-05528,647,1,0
BUR-05529,RET-05529,866,0,0
BUR-05530,RET-05530,877,1,1
BUR-05531,RET-05531,764,1,0
BUR-05532,RET-05532,684,4,1
BUR-05533,RET-05533,706,1,0
BUR-05534,RET-05534,548,2,0
BUR-05535,RET-05535,816,4,1
BUR-05536,RET-05536,717,1,1
BUR-05537,RET-05537,546,3,0
BUR-05538,RET-05538,865,2,2
BUR-05539,RET-05539,801,3,1
BUR-05540,RET-05540,709,2,0
BUR-05541,RET-05541,624,1,2
BUR-05542,RET-05542,843,2,0
BUR-05543,RET-05543,709,0,1
BUR-05544,RET-05544,633,2,0
BUR-05545,RET-05545,802,0,1
BUR-05546,RET-05546,810,2,0
BUR-05547,RET-05547,693,1,1
BUR-05548,RET-05548,730,2,0
BUR-05549,RET-05549,639,1,1
BUR-05550,RET-05550,768,2,1
BUR-05551,RET-05551,758,3,0
BUR-05552,RET-05552,796,3,2
BUR-05553,RET-05553,805,4,0
BUR-05554,RET-05554,747,1,1
BUR-05555,RET-05555,550,1,3
BUR-05556,RET-05556,776,3,2
BUR-05557,RET-05557,804,1,0
BUR-05558,RET-05558,826,4,0
BUR-05559,RET-05559,880,3,0
BUR-05560,RET-05560,862,3,0
BUR-05561,RET-05561,630,2,0
BUR-05562,RET-05562,666,2,1
BUR-05563,RET-05563,832,1,0
BUR-05564,RET-05564,795,1,0
BUR-05565,RET-05565,714,3,2
BUR-05566,RET-05566,658,3,0
BUR-05567,RET-05567,716,0,1
BUR-05568,RET-05568,824,1,1
BUR-05569,RET-05569,582,1,1
BUR-05570,RET-05570,813,1,0
BUR-05571,RET-05571,735,1,0
BUR-05572,RET-05572,804,0,0
BUR-05573,RET-05573,572,4,1
BUR-05574,RET-05574,799,3,1
BUR-05575,RET-05575,581,3,0
BUR-05576,RET-05576,762,1,0
BUR-05577,RET-05577,765,0,3
BUR-05578,RET-05578,748,3,0
BUR-05579,RET-05579,759,3,0
BUR-05580,RET-05580,699,1,0
BUR-05581,RET-05581,786,2,0
BUR-05582,RET-05582,815,3,1
BUR-05583,RET-05583,701,1,0
BUR-05584,RET-05584,606,4,0
BUR-05585,RET-05585,662,3,1
BUR-05586,RET-05586,725,4,1
BUR-05587,RET-05587,783,2,0
BUR-05588,RET-05588,548,3,1
BUR-05589,RET-05589,818,2,0
BUR-05590,RET-05590,626,2,0
BUR-05591,RET-05591,816,1,1
BUR-05592,RET-05592,666,2,1
BUR-05593,RET-05593,860,2,1
BUR-05594,RET-05594,669,3,0
BUR-05595,RET-05595,844,3,0
BUR-05596,RET-05596,835,3,0
BUR-05597,RET-05597,604,3,1
BUR-05598,RET-05598,859,3,1
BUR-05599,RET-05599,825,0,1
BUR-05600,RET-05600,809,3,0
BUR-05601,RET-05601,866,0,0
BUR-05602,RET-05602,878,1,1
BUR-05603,RET-05603,741,2,0
BUR-05604,RET-05604,781,1,0
BUR-05605,RET-05605,801,1,0
BUR-05606,RET-05606,775,1,0
BUR-05607,RET-05607,720,3,3
BUR-05608,RET-05608,823,2,0
BUR-05609,RET-05609,613,0,1
BUR-05610,RET-05610,804,2,0
BUR-05611,RET-05611,629,3,1
BUR-05612,RET-05612,846,2,1
BUR-05613,RET-05613,784,1,0
BUR-05614,RET-05614,765,4,0
BUR-05615,RET-05615,773,3,0
BUR-05616,RET-05616,566,6,1
BUR-05617,RET-05617,703,1,0
BUR-05618,RET-05618,845,1,0
BUR-05619,RET-05619,822,2,0
BUR-05620,RET-05620,865,1,0
BUR-05621,RET-05621,870,0,1
BUR-05622,RET-05622,787,1,1
BUR-05623,RET-05623,697,1,1
BUR-05624,RET-05624,621,5,0
BUR-05625,RET-05625,795,3,0
BUR-05626,RET-05626,634,2,1
BUR-05627,RET-05627,620,1,1
BUR-05628,RET-05628,721,1,0
BUR-05629,RET-05629,818,1,0
BUR-05630,RET-05630,630,1,0
BUR-05631,RET-05631,799,4,0
BUR-05632,RET-05632,734,0,0
BUR-05633,RET-05633,880,0,0
BUR-05634,RET-05634,836,4,0
BUR-05635,RET-05635,744,2,0
BUR-05636,RET-05636,745,1,1
BUR-05637,RET-05637,777,2,0
BUR-05638,RET-05638,691,2,0
BUR-05639,RET-05639,677,4,1
BUR-05640,RET-05640,713,0,1
BUR-05641,RET-05641,693,0,1
BUR-05642,RET-05642,811,0,1
BUR-05643,RET-05643,769,1,0
BUR-05644,RET-05644,702,4,1
BUR-05645,RET-05645,630,2,0
BUR-05646,RET-05646,683,3,0
BUR-05647,RET-05647,809,3,1
BUR-05648,RET-05648,855,2,0
BUR-05649,RET-05649,798,2,1
BUR-05650,RET-05650,739,2,0
BUR-05651,RET-05651,757,3,0
BUR-05652,RET-05652,777,1,0
BUR-05653,RET-05653,807,1,0
BUR-05654,RET-05654,747,3,0
BUR-05655,RET-05655,678,3,2
BUR-05656,RET-05656,779,1,1
BUR-05657,RET-05657,497,2,1
BUR-05658,RET-05658,842,2,0
BUR-05659,RET-05659,642,5,0
BUR-05660,RET-05660,677,1,1
BUR-05661,RET-05661,784,2,0
BUR-05662,RET-05662,683,1,1
BUR-05663,RET-05663,856,3,0
BUR-05664,RET-05664,863,1,0
BUR-05665,RET-05665,770,3,0
BUR-05666,RET-05666,814,2,1
BUR-05667,RET-05667,558,4,0
BUR-05668,RET-05668,847,5,1
BUR-05669,RET-05669,592,2,0
BUR-05670,RET-05670,532,1,0
BUR-05671,RET-05671,764,3,0
BUR-05672,RET-05672,758,3,1
BUR-05673,RET-05673,791,1,0
BUR-05674,RET-05674,681,0,0
BUR-05675,RET-05675,849,2,0
BUR-05676,RET-05676,765,1,0
BUR-05677,RET-05677,761,5,0
BUR-05678,RET-05678,843,1,1
BUR-05679,RET-05679,547,3,2
BUR-05680,RET-05680,785,0,0
BUR-05681,RET-05681,854,0,0
BUR-05682,RET-05682,654,5,0
BUR-05683,RET-05683,803,1,0
BUR-05684,RET-05684,718,3,1
BUR-05685,RET-05685,641,1,1
BUR-05686,RET-05686,676,1,1
BUR-05687,RET-05687,887,3,0
BUR-05688,RET-05688,464,0,0
BUR-05689,RET-05689,842,3,0
BUR-05690,RET-05690,801,5,0
BUR-05691,RET-05691,724,2,0
BUR-05692,RET-05692,566,2,1
BUR-05693,RET-05693,690,3,2
BUR-05694,RET-05694,544,4,0
BUR-05695,RET-05695,601,2,1
BUR-05696,RET-05696,726,2,0
BUR-05697,RET-05697,812,2,0
BUR-05698,RET-05698,752,3,0
BUR-05699,RET-05699,786,2,2
BUR-05700,RET-05700,638,2,1
BUR-05701,RET-05701,563,2,1
BUR-05702,RET-05702,702,0,1
BUR-05703,RET-05703,822,2,2
BUR-05704,RET-05704,827,1,0
BUR-05705,RET-05705,711,0,0
BUR-05706,RET-05706,854,1,1
BUR-05707,RET-05707,702,2,1
BUR-05708,RET-05708,797,2,1
BUR-05709,RET-05709,769,0,0
BUR-05710,RET-05710,770,0,0
BUR-05711,RET-05711,821,1,1
BUR-05712,RET-05712,680,0,0
BUR-05713,RET-05713,817,6,0
BUR-05714,RET-05714,761,2,1
BUR-05715,RET-05715,645,1,0
BUR-05716,RET-05716,718,0,1
BUR-05717,RET-05717,790,1,0
BUR-05718,RET-05718,752,1,0
BUR-05719,RET-05719,560,0,0
BUR-05720,RET-05720,549,3,0
BUR-05721,RET-05721,685,0,0
BUR-05722,RET-05722,871,3,1
BUR-05723,RET-05723,744,3,0
BUR-05724,RET-05724,881,3,0
BUR-05725,RET-05725,795,4,0
BUR-05726,RET-05726,753,2,0
BUR-05727,RET-05727,762,2,0
BUR-05728,RET-05728,860,1,0
BUR-05729,RET-05729,862,0,2
BUR-05730,RET-05730,546,2,0
BUR-05731,RET-05731,640,2,0
BUR-05732,RET-05732,559,2,0
BUR-05733,RET-05733,612,1,2
BUR-05734,RET-05734,731,1,1
BUR-05735,RET-05735,801,0,0
BUR-05736,RET-05736,611,1,0
BUR-05737,RET-05737,754,1,0
BUR-05738,RET-05738,526,1,0
BUR-05739,RET-05739,786,1,2
BUR-05740,RET-05740,590,1,0
BUR-05741,RET-05741,813,1,0
BUR-05742,RET-05742,740,3,1
BUR-05743,RET-05743,740,0,0
BUR-05744,RET-05744,744,3,1
BUR-05745,RET-05745,708,2,0
BUR-05746,RET-05746,533,2,0
BUR-05747,RET-05747,682,3,1
BUR-05748,RET-05748,778,2,0
BUR-05749,RET-05749,475,1,1
BUR-05750,RET-05750,823,1,1
BUR-05751,RET-05751,727,5,1
BUR-05752,RET-05752,881,2,1
BUR-05753,RET-05753,848,0,0
BUR-05754,RET-05754,675,1,0
BUR-05755,RET-05755,562,1,0
BUR-05756,RET-05756,741,2,1
BUR-05757,RET-05757,854,3,1
BUR-05758,RET-05758,839,3,1
BUR-05759,RET-05759,800,2,0
BUR-05760,RET-05760,647,1,1
BUR-05761,RET-05761,638,2,1
BUR-05762,RET-05762,514,0,0
BUR-05763,RET-05763,643,0,1
BUR-05764,RET-05764,639,5,1
BUR-05765,RET-05765,888,2,1
BUR-05766,RET-05766,694,2,0
BUR-05767,RET-05767,669,2,0
BUR-05768,RET-05768,773,2,2
BUR-05769,RET-05769,814,1,1
BUR-05770,RET-05770,657,4,0
BUR-05771,RET-05771,622,0,1
BUR-05772,RET-05772,787,3,1
BUR-05773,RET-05773,779,1,1
BUR-05774,RET-05774,610,1,1
BUR-05775,RET-05775,806,2,0
BUR-05776,RET-05776,674,1,0
BUR-05777,RET-05777,822,3,0
BUR-05778,RET-05778,824,2,1
BUR-05779,RET-05779,738,0,0
BUR-05780,RET-05780,717,4,0
BUR-05781,RET-05781,836,1,2
BUR-05782,RET-05782,729,3,0
BUR-05783,RET-05783,824,6,1
BUR-05784,RET-05784,769,3,2
BUR-05785,RET-05785,781,5,0
BUR-05786,RET-05786,819,2,0
BUR-05787,RET-05787,638,3,1
BUR-05788,RET-05788,684,3,0
BUR-05789,RET-05789,807,2,1
BUR-05790,RET-05790,614,3,0
BUR-05791,RET-05791,782,2,0
BUR-05792,RET-05792,832,2,3
BUR-05793,RET-05793,709,2,1
BUR-05794,RET-05794,841,2,2
BUR-05795,RET-05795,826,3,1
BUR-05796,RET-05796,648,1,1
BUR-05797,RET-05797,753,3,0
BUR-05798,RET-05798,629,5,1
BUR-05799,RET-05799,738,1,0
BUR-05800,RET-05800,642,2,0
BUR-05801,RET-05801,872,2,2
BUR-05802,RET-05802,664,4,0
BUR-05803,RET-05803,874,3,2
BUR-05804,RET-05804,771,1,0
BUR-05805,RET-05805,689,2,2
BUR-05806,RET-05806,803,3,0
BUR-05807,RET-05807,812,4,1
BUR-05808,RET-05808,700,2,0
BUR-05809,RET-05809,710,5,2
BUR-05810,RET-05810,689,1,1
BUR-05811,RET-05811,776,2,1
BUR-05812,RET-05812,813,2,1
BUR-05813,RET-05813,668,4,1
BUR-05814,RET-05814,843,2,0
BUR-05815,RET-05815,645,3,0
BUR-05816,RET-05816,792,3,0
BUR-05817,RET-05817,850,3,2
BUR-05818,RET-05818,722,1,0
BUR-05819,RET-05819,751,4,0
BUR-05820,RET-05820,633,2,0
BUR-05821,RET-05821,604,3,0
BUR-05822,RET-05822,766,5,1
BUR-05823,RET-05823,774,3,0
BUR-05824,RET-05824,814,0,0
BUR-05825,RET-05825,810,1,1
BUR-05826,RET-05826,661,1,0
BUR-05827,RET-05827,771,2,0
BUR-05828,RET-05828,719,0,0
BUR-05829,RET-05829,694,1,0
BUR-05830,RET-05830,843,0,1
BUR-05831,RET-05831,841,2,0
BUR-05832,RET-05832,872,2,0
BUR-05833,RET-05833,827,4,0
BUR-05834,RET-05834,656,1,0
BUR-05835,RET-05835,845,5,1
BUR-05836,RET-05836,839,1,0
BUR-05837,RET-05837,807,2,0
BUR-05838,RET-05838,778,2,0
BUR-05839,RET-05839,793,3,0
BUR-05840,RET-05840,654,4,0
BUR-05841,RET-05841,612,3,1
BUR-05842,RET-05842,788,2,0
BUR-05843,RET-05843,658,2,0
BUR-05844,RET-05844,829,1,0
BUR-05845,RET-05845,749,1,0
BUR-05846,RET-05846,742,1,0
BUR-05847,RET-05847,722,2,0
BUR-05848,RET-05848,689,3,0
BUR-05849,RET-05849,725,1,0
BUR-05850,RET-05850,833,3,2
BUR-05851,RET-05851,602,2,1
BUR-05852,RET-05852,841,4,0
BUR-05853,RET-05853,817,3,0
BUR-05854,RET-05854,737,0,1
BUR-05855,RET-05855,759,8,0
BUR-05856,RET-05856,652,1,0
BUR-05857,RET-05857,811,1,1
BUR-05858,RET-05858,728,2,1
BUR-05859,RET-05859,779,7,0
BUR-05860,RET-05860,824,3,0
BUR-05861,RET-05861,780,4,0
BUR-05862,RET-05862,773,6,0
BUR-05863,RET-05863,700,1,1
BUR-05864,RET-05864,686,0,0
BUR-05865,RET-05865,808,1,0
BUR-05866,RET-05866,808,0,0
BUR-05867,RET-05867,802,4,1
BUR-05868,RET-05868,749,3,0
BUR-05869,RET-05869,740,5,0
BUR-05870,RET-05870,840,3,0
BUR-05871,RET-05871,505,1,0
BUR-05872,RET-05872,839,1,1
BUR-05873,RET-05873,665,2,0
BUR-05874,RET-05874,824,2,1
BUR-05875,RET-05875,655,2,0
BUR-05876,RET-05876,804,4,0
BUR-05877,RET-05877,790,3,0
BUR-05878,RET-05878,636,0,0
BUR-05879,RET-05879,747,0,0
BUR-05880,RET-05880,737,2,0
BUR-05881,RET-05881,650,0,0
BUR-05882,RET-05882,795,1,1
BUR-05883,RET-05883,735,2,2
BUR-05884,RET-05884,643,2,2
BUR-05885,RET-05885,766,1,0
BUR-05886,RET-05886,646,0,0
BUR-05887,RET-05887,697,0,1
BUR-05888,RET-05888,806,1,1
BUR-05889,RET-05889,751,2,1
BUR-05890,RET-05890,730,2,0
BUR-05891,RET-05891,592,3,0
BUR-05892,RET-05892,700,1,0
BUR-05893,RET-05893,678,1,0
BUR-05894,RET-05894,754,1,0
BUR-05895,RET-05895,662,3,0
BUR-05896,RET-05896,683,2,3
BUR-05897,RET-05897,740,3,0
BUR-05898,RET-05898,608,1,0
BUR-05899,RET-05899,791,3,3
BUR-05900,RET-05900,820,0,0
BUR-05901,RET-05901,885,1,0
BUR-05902,RET-05902,814,3,2
BUR-05903,RET-05903,884,2,0
BUR-05904,RET-05904,757,1,1
BUR-05905,RET-05905,795,1,1
BUR-05906,RET-05906,595,2,0
BUR-05907,RET-05907,765,1,1
BUR-05908,RET-05908,794,2,0
BUR-05909,RET-05909,764,3,0
BUR-05910,RET-05910,712,3,1
BUR-05911,RET-05911,715,2,0
BUR-05912,RET-05912,808,1,1
BUR-05913,RET-05913,824,3,1
BUR-05914,RET-05914,735,3,0
BUR-05915,RET-05915,793,3,1
BUR-05916,RET-05916,667,2,0
BUR-05917,RET-05917,857,1,1
BUR-05918,RET-05918,816,3,0
BUR-05919,RET-05919,796,2,0
BUR-05920,RET-05920,758,3,1
BUR-05921,RET-05921,823,0,0
BUR-05922,RET-05922,787,1,2
BUR-05923,RET-05923,794,3,0
BUR-05924,RET-05924,802,2,0
BUR-05925,RET-05925,714,1,1
BUR-05926,RET-05926,672,1,1
BUR-05927,RET-05927,806,2,1
BUR-05928,RET-05928,639,2,0
BUR-05929,RET-05929,612,3,0
BUR-05930,RET-05930,856,3,3
BUR-05931,RET-05931,763,6,2
BUR-05932,RET-05932,523,2,0
BUR-05933,RET-05933,805,0,1
BUR-05934,RET-05934,579,3,2
BUR-05935,RET-05935,680,0,0
BUR-05936,RET-05936,736,0,1
BUR-05937,RET-05937,728,3,1
BUR-05938,RET-05938,498,4,0
BUR-05939,RET-05939,755,4,0
BUR-05940,RET-05940,692,3,0
BUR-05941,RET-05941,791,2,0
BUR-05942,RET-05942,782,3,0
BUR-05943,RET-05943,753,3,0
BUR-05944,RET-05944,508,5,0
BUR-05945,RET-05945,810,4,0
BUR-05946,RET-05946,634,1,0
BUR-05947,RET-05947,870,5,0
BUR-05948,RET-05948,803,1,0
BUR-05949,RET-05949,712,1,1
BUR-05950,RET-05950,650,1,0
BUR-05951,RET-05951,710,3,0
BUR-05952,RET-05952,648,1,2
BUR-05953,RET-05953,781,0,2
BUR-05954,RET-05954,666,1,0
BUR-05955,RET-05955,779,6,2
BUR-05956,RET-05956,559,0,0
BUR-05957,RET-05957,720,2,1
BUR-05958,RET-05958,787,2,0
BUR-05959,RET-05959,786,3,0
BUR-05960,RET-05960,550,4,2
BUR-05961,RET-05961,821,1,1
BUR-05962,RET-05962,757,2,1
BUR-05963,RET-05963,715,1,1
BUR-05964,RET-05964,824,1,0
BUR-05965,RET-05965,795,5,1
BUR-05966,RET-05966,563,4,5
BUR-05967,RET-05967,877,3,1
BUR-05968,RET-05968,675,4,0
BUR-05969,RET-05969,865,0,0
BUR-05970,RET-05970,830,4,0
BUR-05971,RET-05971,813,3,1
BUR-05972,RET-05972,896,3,1
BUR-05973,RET-05973,830,1,1
BUR-05974,RET-05974,677,3,0
BUR-05975,RET-05975,792,0,0
BUR-05976,RET-05976,680,2,0
BUR-05977,RET-05977,626,3,1
BUR-05978,RET-05978,750,3,2
BUR-05979,RET-05979,746,3,0
BUR-05980,RET-05980,779,2,1
BUR-05981,RET-05981,774,4,1
BUR-05982,RET-05982,633,2,1
BUR-05983,RET-05983,827,1,0
BUR-05984,RET-05984,761,3,0
BUR-05985,RET-05985,791,2,1
BUR-05986,RET-05986,718,2,1
BUR-05987,RET-05987,667,1,0
BUR-05988,RET-05988,882,3,2
BUR-05989,RET-05989,751,1,0
BUR-05990,RET-05990,843,2,0
BUR-05991,RET-05991,672,0,0
BUR-05992,RET-05992,594,1,0
BUR-05993,RET-05993,801,3,0
BUR-05994,RET-05994,720,1,0
BUR-05995,RET-05995,647,2,0
BUR-05996,RET-05996,737,0,1
BUR-05997,RET-05997,797,2,0
BUR-05998,RET-05998,776,3,1
BUR-05999,RET-05999,808,2,0
BUR-06000,RET-06000,670,0,0
BUR-06001,RET-06001,698,1,1
BUR-06002,RET-06002,843,3,0
BUR-06003,RET-06003,674,4,1
BUR-06004,RET-06004,887,3,0
BUR-06005,RET-06005,530,0,0
BUR-06006,RET-06006,762,2,0
BUR-06007,RET-06007,896,4,1
BUR-06008,RET-06008,476,0,1
BUR-06009,RET-06009,836,3,0
BUR-06010,RET-06010,788,2,1
BUR-06011,RET-06011,787,0,0
BUR-06012,RET-06012,822,1,0
BUR-06013,RET-06013,794,0,2
BUR-06014,RET-06014,633,0,1
BUR-06015,RET-06015,700,1,0
BUR-06016,RET-06016,850,1,0
BUR-06017,RET-06017,784,2,1
BUR-06018,RET-06018,654,7,0
BUR-06019,RET-06019,674,3,0
BUR-06020,RET-06020,772,1,0
BUR-06021,RET-06021,676,1,1
BUR-06022,RET-06022,589,1,1
BUR-06023,RET-06023,855,0,2
BUR-06024,RET-06024,793,1,1
BUR-06025,RET-06025,721,0,1
BUR-06026,RET-06026,783,2,0
BUR-06027,RET-06027,607,3,0
BUR-06028,RET-06028,754,1,0
BUR-06029,RET-06029,749,2,0
BUR-06030,RET-06030,784,0,1
BUR-06031,RET-06031,863,2,0
BUR-06032,RET-06032,701,1,0
BUR-06033,RET-06033,578,2,1
BUR-06034,RET-06034,772,4,2
BUR-06035,RET-06035,747,0,0
BUR-06036,RET-06036,843,1,1
BUR-06037,RET-06037,863,1,0
BUR-06038,RET-06038,803,5,0
BUR-06039,RET-06039,657,0,1
BUR-06040,RET-06040,703,2,0
BUR-06041,RET-06041,690,3,0
BUR-06042,RET-06042,845,5,1
BUR-06043,RET-06043,805,0,0
BUR-06044,RET-06044,724,0,1
BUR-06045,RET-06045,658,1,0
BUR-06046,RET-06046,719,1,0
BUR-06047,RET-06047,727,1,0
BUR-06048,RET-06048,779,2,2
BUR-06049,RET-06049,719,1,1
BUR-06050,RET-06050,756,2,1
BUR-06051,RET-06051,746,3,1
BUR-06052,RET-06052,723,1,0
BUR-06053,RET-06053,688,2,0
BUR-06054,RET-06054,720,1,0
BUR-06055,RET-06055,540,2,0
BUR-06056,RET-06056,757,1,1
BUR-06057,RET-06057,796,2,0
BUR-06058,RET-06058,819,1,1
BUR-06059,RET-06059,711,0,1
BUR-06060,RET-06060,844,3,0
BUR-06061,RET-06061,693,3,1
BUR-06062,RET-06062,845,1,0
BUR-06063,RET-06063,783,0,1
BUR-06064,RET-06064,757,4,0
BUR-06065,RET-06065,560,1,1
BUR-06066,RET-06066,833,1,0
BUR-06067,RET-06067,756,4,0
BUR-06068,RET-06068,683,2,0
BUR-06069,RET-06069,512,2,0
BUR-06070,RET-06070,745,3,0
BUR-06071,RET-06071,849,1,0
BUR-06072,RET-06072,818,2,1
BUR-06073,RET-06073,852,2,2
BUR-06074,RET-06074,570,1,1
BUR-06075,RET-06075,668,2,2
BUR-06076,RET-06076,430,4,1
BUR-06077,RET-06077,728,0,1
BUR-06078,RET-06078,512,3,1
BUR-06079,RET-06079,762,2,0
BUR-06080,RET-06080,744,2,1
BUR-06081,RET-06081,782,2,1
BUR-06082,RET-06082,566,1,0
BUR-06083,RET-06083,565,1,1
BUR-06084,RET-06084,538,3,0
BUR-06085,RET-06085,676,2,0
BUR-06086,RET-06086,691,2,0
BUR-06087,RET-06087,754,2,1
BUR-06088,RET-06088,656,2,0
BUR-06089,RET-06089,602,1,0
BUR-06090,RET-06090,742,3,1
BUR-06091,RET-06091,655,3,0
BUR-06092,RET-06092,732,0,1
BUR-06093,RET-06093,743,2,0
BUR-06094,RET-06094,772,3,1
BUR-06095,RET-06095,467,1,0
BUR-06096,RET-06096,643,2,0
BUR-06097,RET-06097,840,2,2
BUR-06098,RET-06098,673,2,1
BUR-06099,RET-06099,641,1,1
BUR-06100,RET-06100,751,4,0
BUR-06101,RET-06101,716,3,0
BUR-06102,RET-06102,654,2,0
BUR-06103,RET-06103,657,1,0
BUR-06104,RET-06104,815,4,0
BUR-06105,RET-06105,720,3,1
BUR-06106,RET-06106,831,6,1
BUR-06107,RET-06107,693,1,1
BUR-06108,RET-06108,555,3,1
BUR-06109,RET-06109,670,3,2
BUR-06110,RET-06110,648,0,0
BUR-06111,RET-06111,586,3,0
BUR-06112,RET-06112,759,2,1
BUR-06113,RET-06113,541,0,1
BUR-06114,RET-06114,477,0,0
BUR-06115,RET-06115,704,3,1
BUR-06116,RET-06116,491,3,0
BUR-06117,RET-06117,817,3,0
BUR-06118,RET-06118,781,2,2
BUR-06119,RET-06119,720,1,1
BUR-06120,RET-06120,498,3,1
BUR-06121,RET-06121,716,1,0
BUR-06122,RET-06122,677,2,0
BUR-06123,RET-06123,761,2,0
BUR-06124,RET-06124,553,0,1
BUR-06125,RET-06125,755,2,0
BUR-06126,RET-06126,713,1,0
BUR-06127,RET-06127,876,3,0
BUR-06128,RET-06128,761,1,0
BUR-06129,RET-06129,754,1,0
BUR-06130,RET-06130,607,3,0
BUR-06131,RET-06131,837,1,2
BUR-06132,RET-06132,866,2,0
BUR-06133,RET-06133,848,2,0
BUR-06134,RET-06134,886,0,1
BUR-06135,RET-06135,849,2,0
BUR-06136,RET-06136,872,3,0
BUR-06137,RET-06137,479,3,1
BUR-06138,RET-06138,544,0,0
BUR-06139,RET-06139,776,1,1
BUR-06140,RET-06140,720,4,2
BUR-06141,RET-06141,817,0,0
BUR-06142,RET-06142,774,1,0
BUR-06143,RET-06143,656,3,2
BUR-06144,RET-06144,481,6,0
BUR-06145,RET-06145,717,1,0
BUR-06146,RET-06146,608,0,1
BUR-06147,RET-06147,789,1,2
BUR-06148,RET-06148,800,1,0
BUR-06149,RET-06149,765,2,1
BUR-06150,RET-06150,608,5,0
BUR-06151,RET-06151,774,2,0
BUR-06152,RET-06152,693,1,0
BUR-06153,RET-06153,809,4,0
