LOAN_ID,SIMULATED_PD,OFFICER_DECISION,DEFAULT_STATUS,CALCULATED_FOIR,CALCULATED_LTV
LN-HM-04440,0.2788,Review,0,0.5106,0.7951
LN-HM-04441,0.9312,Reject,1,0.5362,0.9112
LN-HM-04442,0.4723,Reject,1,0.6993,0.6837
LN-HM-04443,0.2913,Review,0,0.4655,0.9115
LN-HM-04444,0.7419,Reject,1,0.7089,0.8232
LN-HM-04445,0.0,Approve,0,0.2529,0.0
LN-HM-04446,0.0,Approve,0,0.2327,0.0
LN-HM-04447,0.0,Approve,0,0.3996,0.6599
LN-HM-04448,0.6545,Reject,1,0.6563,0.8919
LN-HM-04449,0.6046,Reject,1,0.7171,0.8017
LN-HM-04450,0.8735,Reject,1,0.7078,0.8083
LN-HM-04451,0.698,Reject,0,1.5981,0.0
LN-HM-04452,0.2616,Reject,1,0.5655,0.0
LN-HM-04453,0.6349,Reject,1,0.698,0.8215
LN-HM-04454,0.4002,Reject,1,0.7927,0.878
LN-HM-04455,0.0181,Approve,0,0.3883,0.6906
LN-HM-04456,0.6855,Reject,0,0.7197,0.8414
LN-HM-04457,0.7351,Reject,0,0.7141,0.7834
LN-HM-04458,0.0124,Approve,0,0.3176,0.895
LN-HM-04459,0.7536,Reject,1,1.0053,0.0
LN-HM-04460,0.0,Approve,0,0.4203,0.7064
LN-HM-04461,0.0,Approve,0,0.3876,0.7821
LN-HM-04462,0.0,Approve,0,0.3007,0.0
LN-HM-04463,0.3526,Reject,1,0.5507,0.6982
LN-HM-04464,0.74,Reject,1,0.5214,0.8133
LN-HM-04465,0.4125,Reject,0,0.9571,0.0
LN-HM-04466,0.4883,Reject,1,1.0954,0.6556
LN-HM-04467,0.1427,Approve,0,0.4149,0.0
LN-HM-04468,0.6754,Reject,1,0.6979,0.6859
LN-HM-04469,0.5524,Reject,1,0.7307,0.8316
LN-HM-04470,0.0,Approve,0,0.2974,0.0
LN-HM-04471,0.5078,Reject,1,0.5114,0.0
LN-HM-04472,0.2355,Review,0,0.4897,0.8339
LN-HM-04473,0.9301,Reject,1,0.7369,0.0
LN-HM-04474,0.4124,Reject,1,0.7429,0.7754
LN-HM-04475,0.4798,Reject,0,0.8646,0.0
LN-HM-04476,0.0,Approve,0,0.4211,0.8187
LN-HM-04477,0.6074,Reject,1,0.5743,0.9455
LN-HM-04478,0.2529,Review,0,0.402,0.7707
LN-HM-04479,0.0,Approve,0,0.2569,0.6667
LN-HM-04480,0.3161,Review,0,0.5431,0.8108
LN-HM-04481,0.3799,Review,0,0.4821,0.8441
LN-HM-04482,0.0863,Approve,0,0.4308,0.7226
LN-HM-04483,0.5055,Reject,0,0.6443,0.8196
LN-HM-04484,0.4966,Reject,1,0.6879,0.7555
LN-HM-04485,0.5873,Reject,0,0.7937,0.7073
LN-HM-04486,0.266,Review,0,0.4315,0.0
LN-HM-04487,0.1746,Approve,1,0.4962,0.7062
LN-HM-04488,0.2285,Review,0,0.3867,0.8907
LN-HM-04489,0.0,Approve,0,0.258,0.0
LN-HM-04490,1.0,Reject,1,0.6696,0.8775
LN-HM-04491,0.6152,Reject,1,0.6056,0.9283
LN-HM-04492,0.557,Reject,1,0.9461,0.0
LN-HM-04493,0.5754,Reject,1,0.697,0.8154
LN-HM-04494,0.0124,Approve,0,0.4765,0.918
LN-HM-04495,0.5983,Reject,0,0.6757,0.6566
LN-HM-04496,0.1207,Reject,0,0.6212,0.6688
LN-HM-04497,0.7282,Reject,0,0.8151,0.6667
LN-HM-04498,0.2065,Review,0,0.4691,0.7585
LN-HM-04499,0.42,Reject,0,0.6641,0.8017
LN-HM-04500,0.6055,Reject,0,0.7644,0.9236
LN-HM-04501,0.7076,Reject,1,0.6902,0.7241
LN-HM-04502,0.0192,Approve,0,0.4188,0.8609
LN-HM-04503,0.4885,Reject,1,1.393,0.0
LN-HM-04504,0.4499,Reject,0,0.746,0.6679
LN-HM-04505,0.4653,Reject,0,0.5631,0.7235
LN-HM-04506,0.0694,Approve,0,0.4337,0.8797
LN-HM-04507,0.1606,Approve,0,0.4623,0.0
LN-HM-04508,0.0482,Approve,0,0.4252,0.7068
LN-HM-04509,0.4354,Reject,0,0.6086,0.8663
LN-HM-04510,0.0,Approve,0,0.4738,0.0
LN-HM-04511,0.209,Reject,0,0.637,0.0
LN-HM-04512,0.8844,Reject,1,0.6833,0.8208
LN-HM-04513,0.3626,Review,1,0.5264,0.0
LN-HM-04514,0.4649,Reject,1,0.7447,0.6942
LN-HM-04515,0.4938,Reject,0,0.6701,0.6679
LN-HM-04516,0.5826,Reject,1,0.9032,0.8783
LN-HM-04517,0.7163,Reject,1,0.7877,0.0
LN-HM-04518,0.0,Approve,0,0.3625,0.0
LN-HM-04519,0.2227,Reject,1,0.575,0.7529
LN-HM-04520,0.4696,Reject,0,0.564,0.8241
LN-HM-04521,0.0,Approve,0,0.3595,0.0
LN-HM-04522,0.5209,Reject,1,0.744,0.743
LN-HM-04523,0.581,Reject,0,0.5642,0.9091
LN-HM-04524,0.3597,Reject,1,0.3451,0.9247
LN-HM-04525,0.0863,Approve,0,0.2879,0.0
LN-HM-04526,0.6349,Reject,0,0.6273,0.9164
LN-HM-04527,0.4432,Reject,0,0.4884,0.741
LN-HM-04528,0.0,Approve,0,0.4514,0.7137
LN-HM-04529,0.7056,Reject,0,0.7376,0.0
LN-HM-04530,0.1416,Approve,0,0.3864,0.8117
LN-HM-04531,0.658,Reject,1,0.5331,0.8165
LN-HM-04532,0.366,Review,0,0.5161,0.764
LN-HM-04533,0.6761,Reject,0,0.9421,0.8474
LN-HM-04534,0.1698,Approve,0,0.3129,0.0
LN-HM-04535,0.1795,Approve,0,0.4343,0.8317
LN-HM-04536,0.0,Approve,0,0.4594,0.7494
LN-HM-04537,0.9878,Reject,1,0.8854,0.7157
LN-HM-04538,0.3262,Reject,0,0.6481,0.0
LN-HM-04539,0.229,Review,0,0.4714,0.0
LN-HM-04540,0.1186,Reject,0,0.6323,0.7743
LN-HM-04541,0.4288,Reject,0,1.0446,0.7899
LN-HM-04542,0.6937,Reject,1,0.9836,0.7523
LN-HM-04543,0.511,Reject,0,0.461,0.8707
LN-HM-04544,0.4907,Reject,1,0.813,0.7468
LN-HM-04545,0.0,Approve,0,0.3482,0.0
LN-HM-04546,0.1994,Approve,0,0.3887,0.0
LN-HM-04547,0.293,Review,0,0.52,0.8505
LN-HM-04548,0.4273,Reject,0,0.6746,0.6513
LN-HM-04549,0.1089,Approve,0,0.4706,0.9073
LN-HM-04550,0.0,Approve,0,0.4937,0.8227
LN-HM-04551,0.2212,Review,0,0.4707,0.0
LN-HM-04552,0.2231,Reject,0,0.5805,0.0
LN-HM-04553,1.0,Reject,1,1.0906,0.0
LN-HM-04554,0.141,Approve,0,0.192,0.0
LN-HM-04555,0.0,Approve,0,0.4943,0.6612
LN-HM-04556,0.7498,Reject,1,0.6952,0.7833
LN-HM-04557,0.4578,Reject,0,0.4336,0.0
LN-HM-04558,0.2106,Review,0,0.53,0.7549
LN-HM-04559,0.6768,Reject,1,0.5503,0.9191
LN-HM-04560,0.4759,Reject,0,0.4753,0.0
LN-HM-04561,0.5443,Reject,1,0.9382,0.7853
LN-HM-04562,0.201,Review,0,0.3208,0.0
LN-HM-04563,0.114,Approve,0,0.463,0.782
LN-HM-04564,0.4491,Reject,0,0.7914,0.0
LN-HM-04565,0.4583,Reject,0,0.8735,0.6938
LN-HM-04566,0.5237,Reject,1,1.0758,0.7004
LN-HM-04567,0.6339,Reject,1,0.6672,0.856
LN-HM-04568,0.1662,Approve,0,0.4397,0.8807
LN-HM-04569,0.1394,Review,0,0.5134,0.0
LN-HM-04570,0.4034,Reject,1,0.4628,0.0
LN-HM-04571,0.6057,Reject,1,0.6673,0.8443
LN-HM-04572,1.0,Reject,1,0.8937,0.9381
LN-HM-04573,0.0,Approve,0,0.4602,0.6947
LN-HM-04574,0.2217,Reject,1,0.5516,0.9218
LN-HM-04575,0.7018,Reject,0,0.5186,0.7166
LN-HM-04576,0.5358,Reject,1,0.5886,0.0
LN-HM-04577,0.448,Reject,1,0.6483,0.8329
LN-HM-04578,0.5067,Reject,0,0.5185,0.8577
LN-HM-04579,0.1579,Approve,0,0.3552,0.0
LN-HM-04580,0.6898,Reject,0,0.7945,0.77
LN-HM-04581,0.941,Reject,1,0.9237,0.8797
LN-HM-04582,0.1136,Approve,0,0.2842,0.0
LN-HM-04583,0.4223,Reject,1,0.759,0.6509
LN-HM-04584,0.0,Approve,0,0.207,0.0
LN-HM-04585,0.7396,Reject,0,0.3462,0.8545
LN-HM-04586,0.153,Approve,1,0.4715,0.7614
LN-HM-04587,0.6979,Reject,1,0.7991,0.7246
LN-HM-04588,0.2855,Review,1,0.5215,0.7852
LN-HM-04589,0.9067,Reject,1,0.8066,0.6563
LN-HM-04590,0.404,Reject,1,0.7288,0.7857
LN-HM-04591,0.6944,Reject,0,0.7229,0.8682
LN-HM-04592,0.0,Approve,0,0.4599,0.9022
LN-HM-04593,0.7359,Reject,0,0.7564,0.776
LN-HM-04594,0.1411,Approve,0,0.4368,0.8161
LN-HM-04595,0.0,Approve,0,0.4828,0.714
LN-HM-04596,0.4224,Reject,1,0.6257,0.8154
LN-HM-04597,0.7273,Reject,0,0.6829,0.7085
LN-HM-04598,0.0541,Approve,0,0.2682,0.9238
LN-HM-04599,0.4877,Reject,0,0.6656,0.6818
LN-HM-04600,0.5566,Reject,1,0.8802,0.6828
LN-HM-04601,0.0,Approve,0,0.3856,0.0
LN-HM-04602,0.2291,Reject,0,0.5587,0.0
LN-HM-04603,0.4684,Reject,1,0.5759,0.7677
LN-HM-04604,0.1651,Approve,0,0.2727,0.0
LN-HM-04605,0.2717,Review,0,0.3447,0.886
LN-HM-04606,0.7126,Reject,1,0.6457,0.0
LN-HM-04607,0.8622,Reject,1,0.954,0.9469
LN-HM-04608,0.0587,Approve,0,0.3051,0.8701
LN-HM-04609,0.2412,Review,0,0.5446,0.0
LN-HM-04610,0.9689,Reject,1,0.7511,0.7584
LN-HM-04611,0.6899,Reject,0,0.744,0.8123
LN-HM-04612,0.2122,Reject,0,0.5541,0.0
LN-HM-04613,0.1543,Approve,0,0.1968,0.8889
LN-HM-04614,0.428,Reject,0,0.5796,0.8599
LN-HM-04615,0.3457,Reject,1,0.3789,0.8
LN-HM-04616,0.3078,Reject,0,0.558,0.0
LN-HM-04617,0.5012,Reject,1,0.5627,0.0
LN-HM-04618,0.7745,Reject,0,0.5929,0.9403
LN-HM-04619,0.45,Reject,1,0.6607,0.0
LN-HM-04620,0.7355,Reject,1,0.7837,0.678
LN-HM-04621,0.7469,Reject,0,0.5767,0.651
LN-HM-04622,0.0,Approve,0,0.4586,0.8478
LN-HM-04623,0.9024,Reject,1,0.772,0.8741
LN-HM-04624,0.0806,Approve,0,0.4308,0.7489
LN-HM-04625,0.2138,Review,0,0.495,0.0
LN-HM-04626,0.9255,Reject,1,0.7625,0.8221
LN-HM-04627,0.7107,Reject,1,0.8553,0.6998
LN-HM-04628,0.1669,Approve,0,0.4346,0.0
LN-HM-04629,0.4482,Reject,0,0.3673,0.0
LN-HM-04630,0.2087,Reject,0,0.5755,0.7562
LN-HM-04631,0.4859,Reject,0,0.7578,0.0
LN-HM-04632,0.3611,Reject,0,0.5977,0.94
LN-HM-04633,0.1918,Approve,0,0.4433,0.8639
LN-HM-04634,0.7544,Reject,1,0.7912,0.7033
LN-HM-04635,0.6886,Reject,0,0.5882,0.9255
LN-HM-04636,0.4006,Reject,1,0.565,0.8571
LN-HM-04637,0.4337,Reject,0,0.6585,0.6793
LN-HM-04638,0.3806,Reject,0,0.8009,0.7291
LN-HM-04639,0.129,Approve,0,0.4165,0.9192
LN-HM-04640,0.0,Approve,0,0.434,0.7778
LN-HM-04641,0.4088,Reject,0,0.8482,0.7647
LN-HM-04642,0.4149,Reject,0,0.7393,0.0
LN-HM-04643,0.478,Reject,1,1.3058,0.0
LN-HM-04644,0.035,Approve,0,0.4929,0.761
LN-HM-04645,0.6102,Reject,0,1.0864,0.6958
LN-HM-04646,0.2937,Review,1,0.5123,0.0
LN-HM-04647,0.4154,Reject,1,0.752,0.0
LN-HM-04648,0.286,Review,0,0.5496,0.6925
LN-HM-04649,0.2259,Reject,0,0.6176,0.0
LN-HM-04650,0.4133,Reject,0,0.7902,0.6571
LN-HM-04651,0.274,Reject,1,0.5725,0.0
LN-HM-04652,0.0,Approve,0,0.3419,0.7143
LN-HM-04653,0.71,Reject,1,0.5073,0.8636
LN-HM-04654,0.6735,Reject,0,0.5475,0.0
LN-HM-04655,0.3954,Reject,0,0.6253,0.7085
LN-HM-04656,1.0,Reject,1,0.7462,0.7126
LN-HM-04657,0.4559,Reject,1,0.49,0.0
LN-HM-04658,0.2229,Reject,0,0.6112,0.7158
LN-HM-04659,1.0,Reject,1,0.7057,0.8693
LN-HM-04660,0.0,Approve,0,0.3057,0.7
LN-HM-04661,0.6978,Reject,0,0.9214,0.865
LN-HM-04662,0.7957,Reject,0,0.7074,0.9295
LN-HM-04663,0.2537,Review,0,0.502,0.7253
LN-HM-04664,0.0345,Approve,0,0.4824,0.9018
LN-HM-04665,0.5122,Reject,0,0.625,0.8991
LN-HM-04666,0.5071,Reject,0,0.7654,0.6907
LN-HM-04667,0.6895,Reject,1,0.5576,0.8727
LN-HM-04668,0.2625,Reject,0,0.5561,0.0
LN-HM-04669,0.3225,Reject,0,0.6046,0.0
LN-HM-04670,0.4425,Reject,0,0.6395,0.75
LN-HM-04671,0.2031,Reject,0,0.6327,0.8367
LN-HM-04672,0.4761,Reject,0,0.3268,0.0
LN-HM-04673,0.5722,Reject,0,0.4745,0.8436
LN-HM-04674,0.3792,Reject,0,0.5748,0.0
LN-HM-04675,0.0,Approve,0,0.4132,0.7135
LN-HM-04676,0.6307,Reject,1,0.6663,0.8011
LN-HM-04677,0.6506,Reject,0,0.7054,0.6565
LN-HM-04678,0.4,Reject,0,0.5268,0.8571
LN-HM-04679,0.5806,Reject,1,0.7881,0.8475
LN-HM-04680,0.9476,Reject,1,1.3182,0.0
LN-HM-04681,0.7348,Reject,1,0.8487,0.7457
LN-HM-04682,0.4959,Reject,1,0.7011,0.6686
LN-HM-04683,0.9845,Reject,1,0.8188,0.6718
LN-HM-04684,0.4461,Reject,0,0.5203,0.0
LN-HM-04685,0.3415,Reject,1,0.6264,0.0
LN-HM-04686,0.3909,Reject,0,0.7852,0.0
LN-HM-04687,0.4669,Reject,1,0.6675,0.0
LN-HM-04688,0.6884,Reject,0,0.5509,0.8734
LN-HM-04689,0.6895,Reject,0,0.7104,0.9268
LN-HM-04690,0.5809,Reject,1,0.9031,0.6891
LN-HM-04691,0.3297,Reject,0,1.4992,0.0
LN-HM-04692,0.6598,Reject,1,0.6614,0.7688
LN-HM-04693,0.6474,Reject,1,0.7456,0.7151
LN-HM-04694,0.8762,Reject,1,0.6515,0.9058
LN-HM-04695,0.0,Approve,0,0.3721,0.0
LN-HM-04696,0.3633,Reject,0,1.1833,0.0
LN-HM-04697,1.0,Reject,1,0.8625,0.8705
LN-HM-04698,0.8067,Reject,1,0.6891,0.0
LN-HM-04699,0.5684,Reject,0,0.7052,0.7649
LN-HM-04700,0.4981,Reject,0,0.5001,0.6541
LN-HM-04701,0.5537,Reject,1,0.5109,0.0
LN-HM-04702,0.3664,Reject,0,0.7702,0.8257
LN-HM-04703,0.5325,Reject,0,0.55,0.9467
LN-HM-04704,0.1496,Approve,0,0.1804,0.0
LN-HM-04705,0.4483,Reject,1,0.7982,0.729
LN-HM-04706,0.6493,Reject,0,1.1103,0.0
LN-HM-04707,0.5126,Reject,0,0.8172,0.0
LN-HM-04708,0.7313,Reject,1,0.5196,0.8995
LN-HM-04709,0.4116,Reject,0,0.7947,0.6899
LN-HM-04710,0.7425,Reject,1,0.7809,0.9491
LN-HM-04711,0.8685,Reject,1,0.5625,0.8651
LN-HM-04712,0.3311,Review,1,0.5465,0.0
LN-HM-04713,0.144,Approve,0,0.4902,0.8622
LN-HM-04714,0.6947,Reject,1,0.7515,0.7759
LN-HM-04715,0.4309,Reject,0,0.6942,0.0
LN-HM-04716,0.4207,Reject,0,0.5936,0.8883
LN-HM-04717,0.3521,Review,0,0.5122,0.8362
LN-HM-04718,0.485,Reject,0,0.5739,0.9184
LN-HM-04719,0.7525,Reject,1,0.5482,0.8256
LN-HM-04720,0.7276,Reject,0,0.7399,0.8378
LN-HM-04721,0.7382,Reject,1,1.4161,0.0
LN-HM-04722,0.4494,Reject,1,0.6123,0.6615
LN-HM-04723,0.2397,Review,1,0.2635,0.907
LN-HM-04724,0.3586,Reject,0,0.6128,0.9406
LN-HM-04725,0.4288,Reject,1,1.4312,0.0
LN-HM-04726,0.0,Approve,0,0.2239,0.6814
LN-HM-04727,0.5734,Reject,1,0.5126,0.0
LN-HM-04728,0.4338,Reject,0,0.8617,0.7489
LN-HM-04729,0.3741,Reject,0,0.6052,0.0
LN-HM-04730,0.3563,Reject,1,0.5724,0.0
LN-HM-04731,0.426,Reject,1,0.5492,0.9082
LN-HM-04732,0.4195,Reject,1,0.4889,0.6574
LN-HM-04733,0.4642,Reject,1,0.6771,0.7113
LN-HM-04734,0.0,Approve,0,0.4862,0.6585
LN-HM-04735,0.827,Reject,1,0.6976,0.9337
LN-HM-04736,0.1393,Approve,0,0.3801,0.6927
LN-HM-04737,0.4162,Reject,0,1.1187,0.0
LN-HM-04738,0.4357,Reject,0,0.6163,0.6589
LN-HM-04739,0.3694,Reject,0,0.6977,0.7739
LN-HM-04740,0.9665,Reject,1,0.6848,0.8495
LN-HM-04741,0.4342,Reject,0,0.8355,0.6805
LN-HM-04742,0.0,Approve,0,0.3168,0.7798
LN-HM-04743,0.0,Approve,0,0.4583,0.0
LN-HM-04744,0.5024,Reject,1,0.5984,0.8353
LN-HM-04745,0.5692,Reject,1,0.9716,0.9172
LN-HM-04746,0.0776,Approve,0,0.3681,0.0
LN-HM-04747,0.0,Approve,0,0.4889,0.6936
LN-HM-04748,0.6566,Reject,1,0.8389,0.8643
LN-HM-04749,0.5587,Reject,0,0.8769,0.0
LN-HM-04750,0.2457,Reject,0,0.6494,0.6913
LN-HM-04751,0.6049,Reject,0,0.735,0.8188
LN-HM-04752,0.4696,Reject,1,0.7249,0.8092
LN-HM-04753,0.461,Reject,0,0.7196,0.761
LN-HM-04754,0.7586,Reject,1,0.6914,0.6626
LN-HM-04755,1.0,Reject,1,0.5745,0.8695
LN-HM-04756,0.0,Approve,0,0.4136,0.7921
LN-HM-04757,0.0985,Approve,0,0.3785,0.0
LN-HM-04758,0.0686,Approve,0,0.2434,0.0
LN-HM-04759,0.4599,Reject,1,0.5843,0.945
LN-HM-04760,0.353,Reject,0,0.6346,0.7105
LN-HM-04761,0.2047,Review,0,0.5259,0.0
LN-HM-04762,0.5521,Reject,1,0.5774,0.6735
LN-HM-04763,0.6205,Reject,1,0.6687,0.9308
LN-HM-04764,0.7384,Reject,1,0.5687,0.8785
LN-HM-04765,0.2439,Reject,1,0.6346,0.701
LN-HM-04766,0.0,Approve,0,0.3715,0.6667
LN-HM-04767,0.6843,Reject,0,0.8243,0.9218
LN-HM-04768,0.1805,Approve,0,0.4935,0.8357
LN-HM-04769,0.9434,Reject,1,0.7129,0.0
LN-HM-04770,0.0857,Approve,0,0.2689,0.0
LN-HM-04771,0.7013,Reject,0,0.6855,0.0
LN-HM-04772,0.1235,Approve,0,0.4622,0.7349
LN-HM-04773,0.2605,Reject,0,0.6475,0.0
LN-HM-04774,0.2902,Reject,0,0.6146,0.7021
LN-HM-04775,0.2381,Review,0,0.5064,0.6667
LN-HM-04776,0.7677,Reject,0,0.7486,0.0
LN-HM-04777,0.5156,Reject,1,0.7512,0.0
LN-HM-04778,0.7384,Reject,1,0.6328,0.8538
LN-HM-04779,0.8075,Reject,1,0.5649,0.7647
LN-HM-04780,0.5682,Reject,1,0.9378,0.7661
LN-HM-04781,0.2704,Review,0,0.2783,0.0
LN-HM-04782,0.0,Approve,0,0.4432,0.7675
LN-HM-04783,0.4596,Reject,0,0.8227,0.6864
LN-HM-04784,0.253,Review,0,0.3302,0.9333
LN-HM-04785,0.0,Approve,0,0.3725,0.0
LN-HM-04786,0.6367,Reject,1,0.6639,0.0
LN-HM-04787,0.5606,Reject,1,0.6615,0.7434
LN-HM-04788,0.2464,Reject,0,0.5654,0.6912
LN-HM-04789,0.1222,Approve,0,0.3692,0.6959
LN-HM-04790,0.6292,Reject,1,0.7564,0.0
LN-HM-04791,0.35,Reject,0,0.6537,0.7464
LN-HM-04792,0.1854,Reject,0,0.6296,0.7576
LN-HM-04793,0.1894,Review,0,0.5357,0.0
LN-HM-04794,0.0,Approve,0,0.4365,0.6536
LN-HM-04795,0.2359,Reject,0,0.5847,0.0
LN-HM-04796,0.6704,Reject,1,0.4987,0.8491
LN-HM-04797,0.5538,Reject,0,0.6706,0.0
LN-HM-04798,0.2665,Review,0,0.3905,0.9268
LN-HM-04799,0.408,Reject,0,0.7909,0.6804
LN-HM-04800,0.2591,Reject,1,0.6348,0.6873
LN-HM-04801,0.4008,Reject,1,0.6582,0.0
LN-HM-04802,0.0354,Approve,1,0.4389,0.6863
LN-HM-04803,0.4364,Reject,1,0.541,0.8787
LN-HM-04804,0.5736,Reject,1,0.6991,0.6562
LN-HM-04805,0.272,Reject,0,0.567,0.6942
LN-HM-04806,0.5327,Reject,0,0.7003,0.7843
LN-HM-04807,0.176,Reject,0,0.5881,0.0
LN-HM-04808,0.8925,Reject,1,0.7987,0.0
LN-HM-04809,0.0223,Approve,0,0.1919,0.78
LN-HM-04810,0.2377,Review,0,0.4212,0.8303
LN-HM-04811,0.0746,Approve,0,0.396,0.0
LN-HM-04812,1.0,Reject,1,0.7752,0.7814
LN-HM-04813,0.316,Review,0,0.5291,0.0
LN-HM-04814,0.5563,Reject,0,0.5984,0.911
LN-HM-04815,0.5055,Reject,1,0.5719,0.7294
LN-HM-04816,0.457,Reject,1,0.6846,0.9259
LN-HM-04817,0.7248,Reject,1,0.8201,0.7347
LN-HM-04818,0.0,Approve,0,0.4615,0.0
LN-HM-04819,0.2583,Review,1,0.5032,0.0
LN-HM-04820,0.4937,Reject,0,0.564,0.8313
LN-HM-04821,0.0,Approve,0,0.2393,0.6495
LN-HM-04822,0.3768,Review,0,0.4518,0.8235
LN-HM-04823,0.6424,Reject,1,0.8471,0.9503
LN-HM-04824,0.4705,Reject,1,0.5436,0.8369
LN-HM-04825,0.0,Approve,0,0.4926,0.7635
LN-HM-04826,0.3252,Reject,0,0.4438,0.0
LN-HM-04827,0.9225,Reject,1,0.6805,0.8449
LN-HM-04828,0.8961,Reject,1,0.6636,0.9031
LN-HM-04829,0.4009,Reject,0,0.6443,0.7756
LN-HM-04830,0.0,Approve,0,0.3141,0.6962
LN-HM-04831,0.3591,Reject,0,0.596,0.9402
LN-HM-04832,0.1085,Approve,0,0.3335,0.8263
LN-HM-04833,0.4762,Reject,0,1.1379,0.0
LN-HM-04834,0.5654,Reject,1,0.625,0.0
LN-HM-04835,0.7133,Reject,1,0.9406,0.0
LN-HM-04836,0.8878,Reject,1,1.0533,0.8804
LN-HM-04837,0.546,Reject,0,0.5376,0.7247
LN-HM-04838,0.5954,Reject,1,0.7252,0.0
LN-HM-04839,0.0,Approve,0,0.2985,0.0
LN-HM-04840,0.9382,Reject,1,0.8506,0.0
LN-HM-04841,0.6816,Reject,0,0.8206,0.7125
LN-HM-04842,0.2317,Review,0,0.5007,0.7182
LN-HM-04843,0.4655,Reject,1,0.7804,0.0
LN-HM-04844,0.7888,Reject,1,0.5651,0.0
LN-HM-04845,0.2595,Reject,0,0.5852,0.0
LN-HM-04846,0.0,Approve,0,0.4987,0.0
LN-HM-04847,0.117,Approve,0,0.3204,0.0
LN-HM-04848,0.0003,Approve,0,0.2287,0.0
LN-HM-04849,0.059,Approve,0,0.2923,0.8814
LN-HM-04850,0.4984,Reject,0,0.5269,0.7386
LN-HM-04851,0.7647,Reject,1,0.7599,0.8952
LN-HM-04852,0.5326,Reject,1,0.9168,0.7823
LN-HM-04853,0.7736,Reject,1,0.7021,0.0
LN-HM-04854,0.757,Reject,1,0.6514,0.8026
LN-HM-04855,0.2431,Reject,0,0.572,0.0
LN-HM-04856,0.3389,Review,1,0.4459,0.8352
LN-HM-04857,0.4123,Reject,0,1.254,0.0
LN-HM-04858,1.0,Reject,1,0.6942,0.6678
LN-HM-04859,0.7877,Reject,1,0.6677,0.8503
LN-HM-04860,0.2462,Review,1,0.396,0.0
LN-HM-04861,0.5728,Reject,0,0.9767,0.8126
LN-HM-04862,0.0508,Approve,0,0.38,0.6771
LN-HM-04863,0.6436,Reject,1,0.7715,0.8596
LN-HM-04864,0.2276,Review,0,0.5177,0.0
LN-HM-04865,0.7182,Reject,0,1.0951,0.9395
LN-HM-04866,0.4904,Reject,1,0.735,0.0
LN-HM-04867,0.9288,Reject,0,0.6576,0.0
LN-HM-04868,0.3727,Reject,1,0.6463,0.8345
LN-HM-04869,0.8217,Reject,1,0.6823,0.7861
LN-HM-04870,0.6079,Reject,1,0.8928,0.8672
LN-HM-04871,0.7349,Reject,0,0.7509,0.8454
LN-HM-04872,0.1653,Reject,0,0.5768,0.0
LN-HM-04873,0.6487,Reject,0,0.5503,0.7422
LN-HM-04874,0.8946,Reject,1,1.0766,0.8432
LN-HM-04875,0.661,Reject,1,0.819,0.8984
LN-HM-04876,0.439,Reject,1,0.7375,0.0
LN-HM-04877,0.4373,Reject,0,0.6786,0.7335
LN-HM-04878,0.5254,Reject,1,0.7501,0.6615
LN-HM-04879,0.0,Approve,0,0.2991,0.7092
LN-HM-04880,0.9653,Reject,1,0.8292,0.687
LN-HM-04881,0.0542,Approve,1,0.4866,0.0
LN-HM-04882,0.5127,Reject,1,0.9783,0.0
LN-HM-04883,0.8455,Reject,1,0.8392,0.9418
LN-HM-04884,0.7158,Reject,1,0.7361,0.7692
LN-HM-04885,0.2308,Review,0,0.3521,0.0
LN-HM-04886,0.0,Approve,0,0.3175,0.0
LN-HM-04887,0.0,Approve,0,0.3395,0.8098
LN-HM-04888,0.1582,Review,0,0.5043,0.0
LN-HM-04889,0.7722,Reject,1,0.8779,0.8554
LN-HM-04890,0.5869,Reject,0,0.8711,0.0
LN-HM-04891,0.9793,Reject,1,0.5211,0.8101
LN-HM-04892,0.2208,Reject,1,0.5976,0.6908
LN-HM-04893,0.5393,Reject,1,0.7094,0.656
LN-HM-04894,0.0569,Approve,0,0.3726,0.8125
LN-HM-04895,0.4071,Reject,0,0.63,0.0
LN-HM-04896,0.5385,Reject,0,0.8505,0.0
LN-HM-04897,0.0,Approve,0,0.2946,0.0
LN-HM-04898,0.5816,Reject,0,0.8165,0.8065
LN-HM-04899,0.2168,Review,0,0.468,0.79
LN-HM-04900,0.2691,Review,1,0.5074,0.0
LN-HM-04901,0.0511,Approve,0,0.4236,0.67
LN-HM-04902,0.3603,Review,0,0.5327,0.9091
LN-HM-04903,0.7887,Reject,1,0.8154,0.8418
LN-HM-04904,0.4296,Reject,1,0.6621,0.8947
LN-HM-04905,0.4492,Reject,1,0.6655,0.6894
LN-HM-04906,0.4174,Reject,1,0.6136,0.8738
LN-HM-04907,0.6951,Reject,0,1.524,0.0
LN-HM-04908,0.4518,Reject,1,0.5264,0.0
LN-HM-04909,0.4942,Reject,0,0.8528,0.7828
LN-HM-04910,0.7027,Reject,1,0.7839,0.0
LN-HM-04911,0.6736,Reject,1,0.9313,0.7872
LN-HM-04912,0.4885,Reject,1,0.691,0.6522
LN-HM-04913,0.4813,Reject,1,1.1187,0.0
LN-HM-04914,0.2954,Reject,0,0.5926,0.6583
LN-HM-04915,0.6549,Reject,0,0.8524,0.892
LN-HM-04916,0.6638,Reject,1,0.9284,0.9002
