CUSTOMER_ID,AGE,GENDER,MARITAL_STATUS,CATEGORY,OCCUPATION,GROSS_MONTHLY_INC,MONTHLY_DEDUCTIONS,NET_MONTHLY_INC,AVG_CREDIT_BAL_6M
RET-05358,28,F,Unmarried,GEN,Salaried,41000.0,5000.0,36000.0,37000.0
RET-05359,21,M,Married,OBC,Self-Employed Professional,64000.0,3000.0,61000.0,133000.0
RET-05360,35,F,Married,GEN,Self-Employed Professional,64000.0,10000.0,54000.0,107000.0
RET-05361,37,F,Married,GEN,Self-Employed Non-Professional,59000.0,7000.0,52000.0,71000.0
RET-05362,39,F,Unmarried,SC,Salaried,118000.0,28000.0,90000.0,265000.0
RET-05363,38,M,Unmarried,OBC,Salaried,124000.0,26000.0,98000.0,207000.0
RET-05364,28,M,Unmarried,SC,Salaried,93000.0,17000.0,76000.0,82000.0
RET-05365,36,F,Married,GEN,Salaried,91000.0,21000.0,70000.0,117000.0
RET-05366,23,M,Married,GEN,Self-Employed Non-Professional,52000.0,5000.0,47000.0,107000.0
RET-05367,51,F,Unmarried,OBC,Self-Employed Non-Professional,89000.0,13000.0,76000.0,166000.0
RET-05368,34,F,Married,ST,Self-Employed Non-Professional,34000.0,4000.0,30000.0,33000.0
RET-05369,33,M,Married,ST,Salaried,324000.0,47000.0,277000.0,587000.0
RET-05370,53,F,Married,SC,Self-Employed Professional,164000.0,16000.0,148000.0,197000.0
RET-05371,25,F,Married,GEN,Salaried,130000.0,32000.0,98000.0,161000.0
RET-05372,26,M,Unmarried,SC,Self-Employed Non-Professional,93000.0,6000.0,87000.0,189000.0
RET-05373,27,M,Married,ST,Salaried,93000.0,20000.0,73000.0,143000.0
RET-05374,37,F,Unmarried,GEN,Salaried,27000.0,6000.0,21000.0,48000.0
RET-05375,42,M,Married,GEN,Self-Employed Non-Professional,34000.0,5000.0,29000.0,42000.0
RET-05376,45,M,Unmarried,OBC,Self-Employed Professional,37000.0,5000.0,32000.0,76000.0
RET-05377,63,F,Unmarried,GEN,Self-Employed Non-Professional,76000.0,8000.0,68000.0,37000.0
RET-05378,21,M,Married,OBC,Salaried,62000.0,14000.0,48000.0,47000.0
RET-05379,44,F,Married,ST,Self-Employed Non-Professional,119000.0,8000.0,111000.0,326000.0
RET-05380,32,M,Married,ST,Self-Employed Professional,41000.0,3000.0,38000.0,27000.0
RET-05381,32,M,Married,Minority,Self-Employed Professional,135000.0,19000.0,116000.0,250000.0
RET-05382,31,F,Unmarried,GEN,Salaried,45000.0,5000.0,40000.0,112000.0
RET-05383,28,M,Married,GEN,Self-Employed Professional,57000.0,5000.0,52000.0,138000.0
RET-05384,54,F,Married,OBC,Salaried,125000.0,23000.0,102000.0,284000.0
RET-05385,46,F,Married,GEN,Salaried,99000.0,18000.0,81000.0,240000.0
RET-05386,38,F,Married,GEN,Salaried,35000.0,8000.0,27000.0,38000.0
RET-05387,51,M,Unmarried,OBC,Self-Employed Professional,138000.0,7000.0,131000.0,174000.0
RET-05388,22,M,Married,GEN,Salaried,77000.0,14000.0,63000.0,51000.0
RET-05389,24,F,Married,GEN,Salaried,25000.0,6000.0,19000.0,19000.0
RET-05390,21,M,Unmarried,GEN,Self-Employed Professional,44000.0,6000.0,38000.0,81000.0
RET-05391,31,M,Married,Minority,Salaried,57000.0,12000.0,45000.0,60000.0
RET-05392,39,M,Unmarried,GEN,Salaried,36000.0,6000.0,30000.0,41000.0
RET-05393,39,M,Married,GEN,Self-Employed Non-Professional,164000.0,15000.0,149000.0,315000.0
RET-05394,39,F,Married,Minority,Salaried,58000.0,8000.0,50000.0,38000.0
RET-05395,23,F,Married,GEN,Salaried,96000.0,23000.0,73000.0,47000.0
RET-05396,46,F,Married,GEN,Salaried,83000.0,19000.0,64000.0,160000.0
RET-05397,40,M,Unmarried,OBC,Salaried,112000.0,14000.0,98000.0,243000.0
RET-05398,45,F,Married,GEN,Salaried,200000.0,28000.0,172000.0,252000.0
RET-05399,21,M,Married,GEN,Self-Employed Non-Professional,110000.0,7000.0,103000.0,204000.0
RET-05400,41,M,Married,ST,Self-Employed Professional,208000.0,17000.0,191000.0,209000.0
RET-05401,26,M,Married,GEN,Salaried,111000.0,15000.0,96000.0,136000.0
RET-05402,34,F,Unmarried,OBC,Salaried,79000.0,17000.0,62000.0,37000.0
RET-05403,43,F,Married,OBC,Salaried,89000.0,9000.0,80000.0,95000.0
RET-05404,38,F,Unmarried,GEN,Salaried,25000.0,4000.0,21000.0,11000.0
RET-05405,29,F,Unmarried,OBC,Self-Employed Non-Professional,56000.0,5000.0,51000.0,80000.0
RET-05406,38,F,Married,GEN,Salaried,67000.0,14000.0,53000.0,95000.0
RET-05407,22,M,Unmarried,GEN,Self-Employed Professional,95000.0,9000.0,86000.0,149000.0
RET-05408,49,F,Married,OBC,Self-Employed Professional,72000.0,7000.0,65000.0,88000.0
RET-05409,35,M,Married,GEN,Self-Employed Non-Professional,89000.0,13000.0,76000.0,77000.0
RET-05410,49,M,Married,OBC,Salaried,33000.0,4000.0,29000.0,47000.0
RET-05411,32,M,Married,GEN,Salaried,28000.0,3000.0,25000.0,67000.0
RET-05412,32,M,Unmarried,GEN,Salaried,36000.0,6000.0,30000.0,89000.0
RET-05413,30,M,Married,OBC,Self-Employed Non-Professional,188000.0,14000.0,174000.0,223000.0
RET-05414,46,M,Married,GEN,Salaried,34000.0,8000.0,26000.0,76000.0
RET-05415,30,M,Married,ST,Salaried,46000.0,5000.0,41000.0,65000.0
RET-05416,44,F,Unmarried,OBC,Self-Employed Professional,78000.0,9000.0,69000.0,140000.0
RET-05417,34,F,Married,Minority,Salaried,28000.0,6000.0,22000.0,55000.0
RET-05418,21,M,Unmarried,GEN,Salaried,43000.0,6000.0,37000.0,52000.0
RET-05419,32,M,Married,Minority,Salaried,110000.0,23000.0,87000.0,89000.0
RET-05420,26,M,Unmarried,OBC,Salaried,56000.0,9000.0,47000.0,56000.0
RET-05421,38,M,Unmarried,OBC,Self-Employed Non-Professional,201000.0,11000.0,190000.0,493000.0
RET-05422,26,M,Unmarried,Minority,Salaried,26000.0,4000.0,22000.0,62000.0
RET-05423,47,F,Married,OBC,Salaried,59000.0,14000.0,45000.0,37000.0
RET-05424,37,M,Married,ST,Self-Employed Non-Professional,56000.0,5000.0,51000.0,114000.0
RET-05425,36,M,Unmarried,OBC,Salaried,73000.0,17000.0,56000.0,33000.0
RET-05426,44,M,Married,OBC,Salaried,35000.0,8000.0,27000.0,73000.0
RET-05427,47,M,Married,GEN,Salaried,52000.0,7000.0,45000.0,119000.0
RET-05428,37,M,Married,GEN,Self-Employed Non-Professional,117000.0,11000.0,106000.0,258000.0
RET-05429,30,M,Married,OBC,Self-Employed Non-Professional,62000.0,5000.0,57000.0,146000.0
RET-05430,21,F,Married,Minority,Salaried,38000.0,9000.0,29000.0,58000.0
RET-05431,31,M,Married,SC,Salaried,255000.0,46000.0,209000.0,181000.0
RET-05432,31,M,Married,OBC,Self-Employed Non-Professional,75000.0,4000.0,71000.0,198000.0
RET-05433,39,M,Married,OBC,Salaried,106000.0,17000.0,89000.0,76000.0
RET-05434,34,M,Married,GEN,Salaried,116000.0,19000.0,97000.0,103000.0
RET-05435,44,M,Married,GEN,Self-Employed Professional,70000.0,9000.0,61000.0,96000.0
RET-05436,31,M,Unmarried,GEN,Self-Employed Professional,46000.0,3000.0,43000.0,75000.0
RET-05437,37,M,Married,GEN,Self-Employed Non-Professional,82000.0,6000.0,76000.0,56000.0
RET-05438,49,M,Married,OBC,Self-Employed Non-Professional,48000.0,3000.0,45000.0,108000.0
RET-05439,41,M,Married,SC,Self-Employed Non-Professional,91000.0,13000.0,78000.0,66000.0
RET-05440,37,M,Married,GEN,Self-Employed Non-Professional,66000.0,4000.0,62000.0,132000.0
RET-05441,31,M,Married,GEN,Salaried,136000.0,15000.0,121000.0,197000.0
RET-05442,31,M,Married,GEN,Salaried,37000.0,6000.0,31000.0,78000.0
RET-05443,29,M,Unmarried,GEN,Self-Employed Non-Professional,113000.0,16000.0,97000.0,120000.0
RET-05444,32,M,Married,GEN,Salaried,106000.0,22000.0,84000.0,218000.0
RET-05445,45,M,Unmarried,GEN,Self-Employed Professional,63000.0,8000.0,55000.0,62000.0
RET-05446,35,M,Unmarried,GEN,Self-Employed Non-Professional,113000.0,13000.0,100000.0,194000.0
RET-05447,24,M,Married,Minority,Salaried,94000.0,11000.0,83000.0,142000.0
RET-05448,55,M,Married,GEN,Salaried,109000.0,15000.0,94000.0,130000.0
RET-05449,41,M,Married,SC,Salaried,105000.0,14000.0,91000.0,48000.0
RET-05450,23,F,Unmarried,OBC,Salaried,75000.0,12000.0,63000.0,94000.0
RET-05451,33,F,Unmarried,GEN,Self-Employed Professional,51000.0,5000.0,46000.0,37000.0
RET-05452,39,F,Unmarried,SC,Salaried,51000.0,6000.0,45000.0,48000.0
RET-05453,55,F,Married,OBC,Self-Employed Non-Professional,64000.0,5000.0,59000.0,131000.0
RET-05454,26,F,Unmarried,GEN,Salaried,121000.0,17000.0,104000.0,201000.0
RET-05455,47,F,Unmarried,GEN,Self-Employed Professional,107000.0,11000.0,96000.0,174000.0
RET-05456,51,M,Married,SC,Salaried,134000.0,17000.0,117000.0,223000.0
RET-05457,31,M,Married,GEN,Salaried,142000.0,25000.0,117000.0,94000.0
RET-05458,35,M,Married,GEN,Salaried,64000.0,9000.0,55000.0,50000.0
RET-05459,27,M,Married,GEN,Salaried,237000.0,27000.0,210000.0,390000.0
RET-05460,35,F,Unmarried,GEN,Self-Employed Professional,69000.0,5000.0,64000.0,97000.0
RET-05461,37,M,Married,SC,Self-Employed Non-Professional,54000.0,5000.0,49000.0,81000.0
RET-05462,44,F,Married,SC,Salaried,89000.0,14000.0,75000.0,202000.0
RET-05463,48,M,Married,OBC,Salaried,98000.0,13000.0,85000.0,82000.0
RET-05464,30,M,Married,GEN,Self-Employed Professional,47000.0,3000.0,44000.0,122000.0
RET-05465,21,M,Married,Minority,Self-Employed Non-Professional,66000.0,7000.0,59000.0,156000.0
RET-05466,37,M,Unmarried,OBC,Salaried,56000.0,8000.0,48000.0,132000.0
RET-05467,40,M,Married,SC,Salaried,80000.0,14000.0,66000.0,139000.0
RET-05468,40,F,Married,GEN,Salaried,118000.0,16000.0,102000.0,271000.0
RET-05469,34,F,Married,GEN,Salaried,62000.0,11000.0,51000.0,152000.0
RET-05470,39,F,Married,ST,Salaried,103000.0,22000.0,81000.0,136000.0
RET-05471,53,M,Married,GEN,Salaried,32000.0,3000.0,29000.0,77000.0
RET-05472,41,F,Married,OBC,Salaried,125000.0,22000.0,103000.0,284000.0
RET-05473,34,M,Married,OBC,Salaried,56000.0,9000.0,47000.0,60000.0
RET-05474,32,M,Married,GEN,Salaried,55000.0,6000.0,49000.0,79000.0
RET-05475,36,F,Married,SC,Salaried,93000.0,22000.0,71000.0,137000.0
RET-05476,54,M,Married,GEN,Salaried,96000.0,13000.0,83000.0,114000.0
RET-05477,36,M,Unmarried,OBC,Salaried,68000.0,13000.0,55000.0,72000.0
RET-05478,37,M,Married,Minority,Salaried,43000.0,7000.0,36000.0,52000.0
RET-05479,33,F,Unmarried,Minority,Salaried,55000.0,8000.0,47000.0,73000.0
RET-05480,48,M,Married,SC,Self-Employed Non-Professional,77000.0,6000.0,71000.0,80000.0
RET-05481,57,M,Married,OBC,Salaried,98000.0,20000.0,78000.0,131000.0
RET-05482,42,M,Unmarried,OBC,Self-Employed Professional,45000.0,3000.0,42000.0,103000.0
RET-05483,38,F,Married,OBC,Salaried,50000.0,10000.0,40000.0,82000.0
RET-05484,38,F,Married,GEN,Salaried,86000.0,15000.0,71000.0,103000.0
RET-05485,21,M,Married,GEN,Self-Employed Professional,70000.0,10000.0,60000.0,53000.0
RET-05486,45,M,Unmarried,OBC,Salaried,80000.0,14000.0,66000.0,169000.0
RET-05487,39,M,Married,GEN,Salaried,25000.0,6000.0,19000.0,34000.0
RET-05488,42,M,Married,Minority,Salaried,61000.0,11000.0,50000.0,146000.0
RET-05489,30,F,Married,GEN,Salaried,122000.0,18000.0,104000.0,118000.0
RET-05490,34,M,Unmarried,GEN,Salaried,51000.0,9000.0,42000.0,39000.0
RET-05491,33,M,Married,GEN,Self-Employed Professional,98000.0,12000.0,86000.0,45000.0
RET-05492,48,F,Married,ST,Salaried,35000.0,5000.0,30000.0,21000.0
RET-05493,34,M,Married,Minority,Self-Employed Non-Professional,29000.0,3000.0,26000.0,38000.0
RET-05494,58,F,Unmarried,GEN,Salaried,94000.0,15000.0,79000.0,79000.0
RET-05495,42,F,Married,SC,Salaried,71000.0,17000.0,54000.0,32000.0
RET-05496,25,F,Married,OBC,Self-Employed Non-Professional,60000.0,9000.0,51000.0,54000.0
RET-05497,36,M,Unmarried,OBC,Salaried,122000.0,19000.0,103000.0,239000.0
RET-05498,31,M,Married,SC,Self-Employed Non-Professional,61000.0,4000.0,57000.0,133000.0
RET-05499,21,F,Married,GEN,Salaried,50000.0,6000.0,44000.0,38000.0
RET-05500,53,M,Unmarried,OBC,Salaried,47000.0,11000.0,36000.0,102000.0
RET-05501,45,M,Unmarried,GEN,Salaried,41000.0,9000.0,32000.0,29000.0
RET-05502,43,M,Married,GEN,Salaried,97000.0,18000.0,79000.0,57000.0
RET-05503,39,M,Married,GEN,Salaried,61000.0,8000.0,53000.0,48000.0
RET-05504,24,F,Married,GEN,Salaried,145000.0,17000.0,128000.0,109000.0
RET-05505,33,M,Unmarried,OBC,Salaried,25000.0,3000.0,22000.0,46000.0
RET-05506,46,M,Unmarried,GEN,Salaried,127000.0,27000.0,100000.0,89000.0
RET-05507,27,F,Married,OBC,Salaried,91000.0,22000.0,69000.0,144000.0
RET-05508,21,F,Unmarried,OBC,Self-Employed Non-Professional,69000.0,5000.0,64000.0,76000.0
RET-05509,35,M,Unmarried,Minority,Salaried,34000.0,6000.0,28000.0,31000.0
RET-05510,36,M,Married,OBC,Self-Employed Professional,27000.0,4000.0,23000.0,63000.0
RET-05511,39,M,Married,Minority,Salaried,115000.0,26000.0,89000.0,92000.0
RET-05512,45,M,Married,GEN,Salaried,85000.0,17000.0,68000.0,181000.0
RET-05513,44,F,Married,OBC,Salaried,84000.0,9000.0,75000.0,94000.0
RET-05514,40,M,Unmarried,GEN,Self-Employed Non-Professional,69000.0,8000.0,61000.0,182000.0
RET-05515,49,M,Unmarried,OBC,Self-Employed Non-Professional,122000.0,11000.0,111000.0,328000.0
RET-05516,22,M,Married,GEN,Salaried,51000.0,8000.0,43000.0,110000.0
RET-05517,43,M,Married,OBC,Salaried,60000.0,10000.0,50000.0,134000.0
RET-05518,44,M,Married,GEN,Salaried,66000.0,16000.0,50000.0,128000.0
RET-05519,25,M,Unmarried,GEN,Self-Employed Professional,64000.0,4000.0,60000.0,124000.0
RET-05520,22,F,Married,OBC,Salaried,163000.0,33000.0,130000.0,328000.0
RET-05521,30,M,Married,Minority,Self-Employed Non-Professional,34000.0,2000.0,32000.0,66000.0
RET-05522,31,F,Married,GEN,Self-Employed Professional,25000.0,3000.0,22000.0,57000.0
RET-05523,45,M,Married,Minority,Self-Employed Non-Professional,31000.0,2000.0,29000.0,82000.0
RET-05524,31,M,Married,GEN,Salaried,110000.0,18000.0,92000.0,219000.0
RET-05525,29,M,Unmarried,OBC,Self-Employed Professional,69000.0,9000.0,60000.0,175000.0
RET-05526,31,M,Married,Minority,Salaried,28000.0,4000.0,24000.0,39000.0
RET-05527,49,M,Married,GEN,Salaried,78000.0,10000.0,68000.0,191000.0
RET-05528,38,M,Married,GEN,Salaried,60000.0,9000.0,51000.0,54000.0
RET-05529,36,F,Married,GEN,Self-Employed Professional,102000.0,12000.0,90000.0,52000.0
RET-05530,36,F,Married,GEN,Salaried,118000.0,12000.0,106000.0,87000.0
RET-05531,50,M,Married,SC,Self-Employed Professional,331000.0,34000.0,297000.0,267000.0
RET-05532,30,M,Unmarried,OBC,Self-Employed Professional,36000.0,5000.0,31000.0,79000.0
RET-05533,51,F,Married,Minority,Self-Employed Professional,25000.0,3000.0,22000.0,33000.0
RET-05534,40,M,Married,GEN,Salaried,104000.0,18000.0,86000.0,93000.0
RET-05535,36,F,Married,OBC,Self-Employed Non-Professional,132000.0,10000.0,122000.0,309000.0
RET-05536,63,F,Unmarried,GEN,Salaried,34000.0,7000.0,27000.0,27000.0
RET-05537,27,M,Married,Minority,Self-Employed Non-Professional,34000.0,2000.0,32000.0,22000.0
RET-05538,34,M,Unmarried,GEN,Salaried,90000.0,12000.0,78000.0,130000.0
RET-05539,25,M,Married,Minority,Self-Employed Non-Professional,205000.0,11000.0,194000.0,131000.0
RET-05540,47,F,Married,GEN,Salaried,43000.0,11000.0,32000.0,38000.0
RET-05541,54,M,Married,OBC,Self-Employed Professional,77000.0,11000.0,66000.0,149000.0
RET-05542,54,F,Unmarried,GEN,Salaried,25000.0,4000.0,21000.0,30000.0
RET-05543,50,M,Married,ST,Self-Employed Professional,65000.0,4000.0,61000.0,44000.0
RET-05544,36,M,Married,OBC,Salaried,68000.0,15000.0,53000.0,80000.0
RET-05545,34,M,Married,OBC,Self-Employed Professional,176000.0,14000.0,162000.0,289000.0
RET-05546,21,M,Married,OBC,Salaried,48000.0,9000.0,39000.0,44000.0
RET-05547,58,M,Married,GEN,Self-Employed Professional,110000.0,10000.0,100000.0,93000.0
RET-05548,42,M,Married,GEN,Salaried,46000.0,6000.0,40000.0,96000.0
RET-05549,33,M,Married,SC,Salaried,77000.0,9000.0,68000.0,46000.0
RET-05550,51,M,Married,GEN,Self-Employed Non-Professional,254000.0,36000.0,218000.0,630000.0
RET-05551,28,M,Married,SC,Self-Employed Non-Professional,214000.0,27000.0,187000.0,97000.0
RET-05552,42,F,Married,OBC,Self-Employed Professional,237000.0,17000.0,220000.0,468000.0
RET-05553,36,M,Married,GEN,Self-Employed Non-Professional,93000.0,11000.0,82000.0,68000.0
RET-05554,44,M,Married,OBC,Salaried,64000.0,15000.0,49000.0,92000.0
RET-05555,37,F,Married,OBC,Salaried,87000.0,21000.0,66000.0,64000.0
RET-05556,23,F,Married,OBC,Salaried,97000.0,20000.0,77000.0,45000.0
RET-05557,38,M,Married,SC,Salaried,92000.0,15000.0,77000.0,204000.0
RET-05558,48,M,Married,GEN,Salaried,48000.0,9000.0,39000.0,61000.0
RET-05559,37,F,Married,Minority,Self-Employed Professional,47000.0,7000.0,40000.0,48000.0
RET-05560,45,F,Married,GEN,Salaried,51000.0,6000.0,45000.0,129000.0
RET-05561,27,F,Married,ST,Salaried,139000.0,30000.0,109000.0,77000.0
RET-05562,37,M,Married,GEN,Salaried,148000.0,15000.0,133000.0,182000.0
RET-05563,31,M,Married,GEN,Salaried,494000.0,53000.0,441000.0,416000.0
RET-05564,45,M,Married,OBC,Salaried,94000.0,17000.0,77000.0,229000.0
RET-05565,38,F,Married,GEN,Salaried,46000.0,6000.0,40000.0,75000.0
RET-05566,44,M,Married,Minority,Self-Employed Non-Professional,55000.0,7000.0,48000.0,121000.0
RET-05567,48,M,Unmarried,GEN,Salaried,67000.0,11000.0,56000.0,51000.0
RET-05568,44,F,Married,GEN,Self-Employed Non-Professional,181000.0,10000.0,171000.0,216000.0
RET-05569,40,M,Unmarried,GEN,Salaried,114000.0,16000.0,98000.0,201000.0
RET-05570,28,M,Married,GEN,Salaried,33000.0,6000.0,27000.0,26000.0
RET-05571,37,M,Unmarried,OBC,Salaried,71000.0,11000.0,60000.0,105000.0
RET-05572,32,M,Married,OBC,Self-Employed Professional,30000.0,2000.0,28000.0,79000.0
RET-05573,34,M,Unmarried,GEN,Self-Employed Non-Professional,104000.0,8000.0,96000.0,271000.0
RET-05574,34,M,Married,GEN,Salaried,48000.0,7000.0,41000.0,57000.0
RET-05575,28,M,Married,GEN,Salaried,51000.0,10000.0,41000.0,73000.0
RET-05576,21,M,Married,GEN,Salaried,25000.0,5000.0,20000.0,20000.0
RET-05577,31,M,Unmarried,OBC,Salaried,115000.0,15000.0,100000.0,295000.0
RET-05578,39,M,Unmarried,SC,Self-Employed Non-Professional,151000.0,16000.0,135000.0,243000.0
RET-05579,24,M,Married,SC,Salaried,48000.0,11000.0,37000.0,38000.0
RET-05580,38,M,Married,Minority,Salaried,66000.0,12000.0,54000.0,141000.0
RET-05581,57,M,Married,ST,Self-Employed Non-Professional,55000.0,7000.0,48000.0,74000.0
RET-05582,48,M,Married,GEN,Salaried,64000.0,14000.0,50000.0,105000.0
RET-05583,54,M,Married,GEN,Self-Employed Professional,45000.0,4000.0,41000.0,107000.0
RET-05584,41,M,Unmarried,Minority,Self-Employed Professional,38000.0,5000.0,33000.0,42000.0
RET-05585,49,M,Married,OBC,Salaried,166000.0,27000.0,139000.0,270000.0
RET-05586,30,M,Married,GEN,Salaried,25000.0,5000.0,20000.0,13000.0
RET-05587,31,F,Married,OBC,Salaried,99000.0,21000.0,78000.0,85000.0
RET-05588,21,M,Married,Minority,Self-Employed Non-Professional,87000.0,11000.0,76000.0,64000.0
RET-05589,49,M,Married,SC,Self-Employed Professional,197000.0,16000.0,181000.0,382000.0
RET-05590,53,M,Married,GEN,Salaried,63000.0,13000.0,50000.0,57000.0
RET-05591,32,F,Married,Minority,Self-Employed Professional,59000.0,8000.0,51000.0,122000.0
RET-05592,35,M,Married,Minority,Self-Employed Professional,45000.0,3000.0,42000.0,101000.0
RET-05593,30,M,Married,GEN,Salaried,91000.0,15000.0,76000.0,187000.0
RET-05594,41,M,Married,ST,Salaried,48000.0,7000.0,41000.0,34000.0
RET-05595,49,M,Unmarried,ST,Self-Employed Professional,37000.0,3000.0,34000.0,62000.0
RET-05596,21,F,Married,GEN,Salaried,47000.0,11000.0,36000.0,79000.0
RET-05597,42,M,Unmarried,OBC,Self-Employed Non-Professional,41000.0,4000.0,37000.0,48000.0
RET-05598,35,F,Married,GEN,Self-Employed Professional,40000.0,6000.0,34000.0,39000.0
RET-05599,39,M,Married,OBC,Salaried,77000.0,17000.0,60000.0,138000.0
RET-05600,42,M,Married,Minority,Self-Employed Non-Professional,65000.0,6000.0,59000.0,81000.0
RET-05601,36,M,Unmarried,GEN,Salaried,102000.0,16000.0,86000.0,97000.0
RET-05602,36,M,Unmarried,GEN,Self-Employed Non-Professional,80000.0,9000.0,71000.0,135000.0
RET-05603,35,M,Married,Minority,Salaried,36000.0,7000.0,29000.0,59000.0
RET-05604,47,M,Married,Minority,Self-Employed Professional,25000.0,3000.0,22000.0,54000.0
RET-05605,42,M,Unmarried,GEN,Self-Employed Professional,39000.0,2000.0,37000.0,22000.0
RET-05606,40,F,Married,Minority,Salaried,116000.0,13000.0,103000.0,96000.0
RET-05607,25,M,Married,GEN,Salaried,114000.0,25000.0,89000.0,217000.0
RET-05608,34,M,Married,GEN,Salaried,132000.0,32000.0,100000.0,183000.0
RET-05609,46,M,Married,SC,Salaried,121000.0,17000.0,104000.0,262000.0
RET-05610,38,M,Married,SC,Salaried,140000.0,25000.0,115000.0,186000.0
RET-05611,44,M,Married,OBC,Self-Employed Non-Professional,93000.0,9000.0,84000.0,138000.0
RET-05612,55,F,Married,GEN,Self-Employed Professional,216000.0,20000.0,196000.0,283000.0
RET-05613,48,F,Married,GEN,Salaried,87000.0,11000.0,76000.0,169000.0
RET-05614,38,M,Married,Minority,Self-Employed Professional,243000.0,18000.0,225000.0,444000.0
RET-05615,32,M,Married,GEN,Salaried,50000.0,10000.0,40000.0,59000.0
RET-05616,21,M,Married,GEN,Self-Employed Non-Professional,49000.0,5000.0,44000.0,43000.0
RET-05617,36,F,Married,SC,Salaried,65000.0,16000.0,49000.0,25000.0
RET-05618,34,M,Unmarried,OBC,Salaried,72000.0,18000.0,54000.0,39000.0
RET-05619,41,M,Unmarried,GEN,Salaried,60000.0,14000.0,46000.0,35000.0
RET-05620,36,F,Married,GEN,Self-Employed Non-Professional,101000.0,10000.0,91000.0,175000.0
RET-05621,34,F,Unmarried,ST,Salaried,69000.0,9000.0,60000.0,144000.0
RET-05622,21,M,Married,Minority,Salaried,51000.0,11000.0,40000.0,66000.0
RET-05623,28,F,Married,GEN,Salaried,58000.0,11000.0,47000.0,72000.0
RET-05624,42,M,Married,OBC,Salaried,152000.0,24000.0,128000.0,106000.0
RET-05625,55,M,Unmarried,GEN,Salaried,88000.0,14000.0,74000.0,204000.0
RET-05626,37,M,Unmarried,SC,Self-Employed Professional,27000.0,4000.0,23000.0,54000.0
RET-05627,41,F,Married,GEN,Salaried,181000.0,23000.0,158000.0,244000.0
RET-05628,47,M,Married,OBC,Salaried,95000.0,23000.0,72000.0,53000.0
RET-05629,29,M,Married,OBC,Salaried,107000.0,21000.0,86000.0,225000.0
RET-05630,41,F,Married,OBC,Salaried,128000.0,28000.0,100000.0,92000.0
RET-05631,30,M,Married,ST,Salaried,132000.0,21000.0,111000.0,242000.0
RET-05632,46,F,Married,GEN,Salaried,42000.0,8000.0,34000.0,46000.0
RET-05633,39,M,Unmarried,SC,Salaried,38000.0,8000.0,30000.0,79000.0
RET-05634,40,M,Unmarried,GEN,Salaried,308000.0,51000.0,257000.0,506000.0
RET-05635,30,M,Married,GEN,Salaried,48000.0,8000.0,40000.0,43000.0
RET-05636,45,F,Married,GEN,Salaried,92000.0,17000.0,75000.0,40000.0
RET-05637,58,M,Unmarried,GEN,Salaried,195000.0,21000.0,174000.0,179000.0
RET-05638,27,M,Unmarried,GEN,Self-Employed Professional,56000.0,4000.0,52000.0,73000.0
RET-05639,34,M,Married,SC,Self-Employed Professional,59000.0,6000.0,53000.0,120000.0
RET-05640,40,F,Married,OBC,Salaried,128000.0,18000.0,110000.0,114000.0
RET-05641,45,M,Unmarried,ST,Salaried,83000.0,19000.0,64000.0,74000.0
RET-05642,32,M,Unmarried,OBC,Salaried,98000.0,21000.0,77000.0,122000.0
RET-05643,21,M,Married,GEN,Self-Employed Non-Professional,70000.0,5000.0,65000.0,39000.0
RET-05644,51,F,Married,GEN,Salaried,53000.0,8000.0,45000.0,109000.0
RET-05645,45,M,Married,ST,Salaried,60000.0,10000.0,50000.0,35000.0
RET-05646,21,M,Married,GEN,Salaried,150000.0,27000.0,123000.0,288000.0
RET-05647,31,F,Unmarried,GEN,Salaried,61000.0,10000.0,51000.0,60000.0
RET-05648,53,F,Married,GEN,Salaried,95000.0,15000.0,80000.0,132000.0
RET-05649,52,M,Unmarried,GEN,Self-Employed Non-Professional,41000.0,5000.0,36000.0,55000.0
RET-05650,47,F,Married,OBC,Salaried,249000.0,51000.0,198000.0,224000.0
RET-05651,36,M,Married,GEN,Salaried,89000.0,17000.0,72000.0,82000.0
RET-05652,38,M,Married,OBC,Self-Employed Non-Professional,90000.0,8000.0,82000.0,236000.0
RET-05653,36,M,Unmarried,GEN,Salaried,127000.0,15000.0,112000.0,142000.0
RET-05654,49,M,Unmarried,SC,Salaried,55000.0,6000.0,49000.0,47000.0
RET-05655,29,F,Married,SC,Salaried,150000.0,27000.0,123000.0,139000.0
RET-05656,29,M,Married,OBC,Salaried,29000.0,4000.0,25000.0,56000.0
RET-05657,48,M,Unmarried,GEN,Self-Employed Professional,51000.0,7000.0,44000.0,56000.0
RET-05658,37,M,Married,GEN,Salaried,45000.0,6000.0,39000.0,36000.0
RET-05659,51,M,Unmarried,SC,Self-Employed Professional,25000.0,2000.0,23000.0,35000.0
RET-05660,31,M,Married,GEN,Self-Employed Professional,53000.0,6000.0,47000.0,37000.0
RET-05661,37,M,Married,GEN,Salaried,71000.0,12000.0,59000.0,88000.0
RET-05662,28,M,Married,Minority,Salaried,38000.0,6000.0,32000.0,85000.0
RET-05663,38,F,Unmarried,Minority,Salaried,35000.0,8000.0,27000.0,39000.0
RET-05664,23,M,Unmarried,ST,Self-Employed Non-Professional,75000.0,11000.0,64000.0,114000.0
RET-05665,33,M,Married,Minority,Salaried,70000.0,10000.0,60000.0,148000.0
